rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/clip_range,train/entropy_loss,train/learning_rate,train/n_updates,train/loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
-87.12,9.05,3224,145,184,593920,-0.028998888155329042,8061.638151550293,0.08419921875,0.037777096,0.2,-1.7768842200934887,1e-05,14400,1774.8001708984375,-0.09003353118896484,,
-72.95,9.43,3247,146,184,598016,-0.009403881417383672,3103.8333299255373,0.05086181640625,0.012837712,0.2,-1.7843897739052772,1e-05,14500,970.048828125,-0.05509841442108154,,
,,,,,600000,-0.0023830983754305635,2378.9768548583984,0.08819091796875,0.010622941,0.2,-1.7751626132428646,1e-05,14600,1007.1000366210938,-0.035576701164245605,29.58,-778.5
-90.58,6.76,3273,147,183,602112,,,,,,,,,,,,
-98.26,11.51,3296,148,183,606208,-0.009114232350402745,1954.768574371338,0.12434814453125,0.011436072,0.2,-1.7803983101248742,1e-05,14700,832.586181640625,0.01733565330505371,,
-81.19,8.12,3319,149,183,610304,-0.010527001264563296,3161.971913146973,0.07435546875,0.014642228,0.2,-1.7812432354688645,1e-05,14800,971.1172485351562,-0.0034095048904418945,,
-78.29,9.74,3342,150,183,614400,-0.012270207210676745,3077.8958419799806,0.04265380859375,0.012468107,0.2,-1.7785897865891456,1e-05,14900,1298.8026123046875,0.07202214002609253,,
-77.39,7.35,3366,151,183,618496,-0.006573143895511748,1988.9335897827148,0.07271728515625,0.010869769,0.2,-1.802332817465067,1e-05,15000,872.7421264648438,0.13888424634933472,,
-78.21,10.47,3389,152,183,622592,-0.00409361136800726,2200.9474281311036,0.06471435546875,0.009345741,0.2,-1.7798674027621746,1e-05,15100,988.1514282226562,0.09051835536956787,,
-73.28,8.36,3412,153,183,626688,-0.006147976835563895,1881.7599630737304,0.05552001953125,0.009242155,0.2,-1.7919616781175136,1e-05,15200,746.3314819335938,0.24140751361846924,,
-112.92,10.76,3435,154,183,630784,-0.0024456077607464977,2146.3457789611816,0.05404296875,0.0072507025,0.2,-1.7893441143631934,1e-05,15300,934.079833984375,0.1336415410041809,,
-66.25,10.16,3459,155,183,634880,-0.024316426747245715,6522.021630859375,0.11331787109375,0.053916782,0.2,-1.763161024749279,1e-05,15400,1382.798583984375,-0.26266729831695557,,
-81.42,6.99,3482,156,183,638976,-0.002704635861155111,2606.072635345459,0.108095703125,0.011379649,0.2,-1.7860116663575172,1e-05,15500,972.1286010742188,-0.04876077175140381,,
