#{"t_start": 1641665631.797942, "env_id": null}
r,l,t 
-105,1,154.766386
-89,3,154.770383
-112,5,154.775371
-111,10,154.785386
-103,7,154.793386
-97,2,154.795382
-105,1,154.797382
101,23,154.821382
-105,1,154.82237
-96,3,154.826386
-77,12,154.839386
-97,2,154.841382
-89,4,154.846382
-109,7,154.85337
-97,2,154.855382
-86,18,154.874381
-87,5,154.879386
-96,8,154.888382
-105,1,154.889385
-114,8,154.897382
-90,8,154.905385
-117,15,154.920383
-103,8,154.928383
-125,17,154.945382
-94,4,154.949383
-97,2,154.952382
-9,20,154.972382
-94,5,154.978382
-97,2,154.980382
-105,1,154.982382
-105,1,154.983383
-102,3,154.986382
-97,2,154.989383
-89,3,154.992382
-105,1,154.994382
98,17,155.012382
-97,2,155.014382
-101,4,155.019382
-110,2,155.021382
-105,1,155.022382
-104,6,155.029382
69,28,155.057382
-97,7,155.065382
-89,3,155.068382
-102,4,155.072382
-88,4,155.077383
-137,30,155.107382
-97,2,155.109382
-94,8,155.118382
-109,7,155.125383
-102,3,155.128382
67,26,155.155382
-105,1,155.157383
-105,1,155.158382
-97,2,155.161383
-105,1,155.162382
-97,2,155.164382
-88,21,155.186382
-105,1,155.188381
-96,11,155.199381
-96,8,155.207381
-105,1,155.209382
-105,1,155.210382
-97,2,155.213382
-107,5,155.218382
-104,6,155.224408
-97,2,155.227407
-102,3,155.230408
-104,7,155.237409
-76,7,155.245412
-105,1,155.247408
-105,1,155.248408
-106,9,155.257408
-104,6,155.264408
-107,4,155.268408
-93,5,155.273408
-97,2,155.276408
-97,2,155.278408
102,14,155.293412
-97,2,155.296412
-103,7,155.303408
-117,6,155.309407
-107,18,155.328407
-105,1,155.330408
-109,8,155.338408
-105,1,155.339413
-97,2,155.342411
-102,3,155.345407
-93,6,155.352408
-89,3,155.355407
-56,13,155.369412
-113,14,155.383408
32,33,155.417408
-94,4,155.421408
-101,8,155.429409
-105,1,155.431412
-97,2,155.433408
-102,3,155.437407
-94,4,155.441408
-105,1,155.443412
103,17,155.461412
-114,8,155.469409
-105,1,155.470408
-97,2,155.473409
-97,2,155.475408
-139,33,155.509409
-107,4,155.514408
-23,17,155.531408
-102,3,155.535408
-97,2,155.537408
-99,5,155.543408
-105,1,155.544409
-104,6,155.550407
-105,1,155.552408
-96,3,155.555408
-105,1,155.557408
-94,4,155.561408
-105,1,155.563409
-98,6,155.569409
-106,5,155.574408
-91,6,155.580408
-89,3,155.584408
-104,6,155.591408
-87,24,155.614408
-105,1,155.615408
-105,1,155.617408
-99,5,155.622407
-119,9,155.631408
-117,13,155.644408
20,9,155.654408
-102,3,155.657408
-105,1,155.659408
-109,7,155.668408
-123,19,155.687408
-105,1,155.688408
-9,8,155.697408
-109,7,155.704407
-196,40,155.743408
-101,7,155.751408
-105,1,155.752408
-105,1,155.753408
-105,1,155.755408
-105,1,155.756408
-102,3,155.760412
-98,14,155.774408
-97,2,155.777408
-88,4,155.781413
-105,1,155.783408
-94,6,155.789407
-3,15,155.805408
-91,6,155.812412
-99,5,155.817408
-97,2,155.820411
-105,1,155.821408
-105,1,155.822408
-97,2,155.825408
-105,1,155.826412
-101,9,155.835407
-94,4,155.840411
18,13,155.854408
-50,26,155.880412
-105,1,155.882408
-97,2,155.884408
-107,28,155.913412
-97,2,155.915408
-107,4,173.582132
-97,2,173.585132
-97,2,173.588132
-53,29,173.619132
-101,4,173.624132
-105,1,173.625132
-104,6,173.632132
-108,17,173.650132
-105,1,173.652133
-123,11,173.664132
-104,6,173.670132
-88,4,173.675132
-118,10,173.686132
-105,1,173.687132
-97,2,173.690132
-143,19,173.710132
120,11,173.723133
-102,3,173.726132
-119,14,173.741132
-112,5,173.747132
-107,4,173.751132
-97,2,173.754132
-96,3,173.757132
-89,3,173.761132
-91,14,173.777132
-114,8,173.786133
-97,2,173.789132
-107,4,173.793133
-97,2,173.796132
-97,2,173.799133
140,31,173.833147
-109,12,173.847146
-89,3,173.85115
153,24,173.879146
5,12,173.892146
-105,1,173.894146
-105,1,173.896146
-112,13,173.909149
-104,2,173.912146
-102,3,173.915146
-89,3,173.919146
-99,5,173.925174
-91,6,173.931171
-105,1,173.933175
-89,3,173.93617
-131,31,173.969174
-105,1,173.97017
-94,4,173.97517
-104,2,173.977174
-105,1,173.979174
-126,17,173.99517
-97,2,173.99817
-176,23,174.019171
-119,13,174.032171
-102,4,174.036171
-105,1,174.038171
-105,1,174.04017
-101,12,174.05217
-102,3,174.05617
-94,4,174.06017
141,29,174.09017
-97,2,174.09217
-98,6,174.09817
-106,9,174.10817
-96,3,174.11117
-173,30,174.14017
-40,19,174.159171
-105,1,174.16117
72,26,174.18817
-60,11,174.20017
-102,3,174.20317
-102,3,174.20717
-102,3,174.21017
-102,3,174.214171
-92,6,174.220171
-91,6,174.22617
-99,5,174.23117
-104,5,174.23717
-92,16,174.25417
-97,3,174.25717
-102,3,174.26017
-97,2,174.26317
-107,4,174.26717
-117,6,174.27317
-105,1,174.27517
-105,1,174.27617
-97,2,174.27917
-97,2,174.281158
-102,3,174.28517
-105,1,174.28617
-105,1,174.28817
-97,2,174.29017
-27,16,174.30617
-97,2,174.30917
-104,2,174.31117
-94,3,174.315174
-110,2,174.31717
-107,4,174.32117
2,12,174.334175
-97,2,174.33617
-102,3,174.340174
145,26,174.36717
-92,14,174.38117
-97,2,174.38417
-104,6,174.390174
-55,22,174.41217
-85,7,174.41917
-88,4,174.42317
-121,21,174.44417
-104,6,174.451174
-109,28,174.47917
-97,2,174.48217
-105,1,174.48417
-86,5,174.489174
-98,6,174.49517
-89,3,174.49917
-116,11,174.51017
-97,8,174.51817
-89,3,174.52117
-113,13,174.534171
-97,2,174.53717
-97,2,174.53917
-104,2,174.54217
-97,2,174.544171
-104,6,174.550174
-96,8,174.55917
-100,21,174.58017
-111,10,174.591171
-90,8,174.59917
-97,2,174.60217
-105,1,174.60317
-97,2,174.606171
-89,3,174.60917
-96,21,174.63017
-117,13,174.64317
-97,2,174.64617
-114,8,174.65417
-97,2,174.65717
-103,7,174.664171
-109,7,174.67117
51,28,174.700391
-89,7,174.707789
-88,4,174.712793
-75,11,174.724789
-105,1,174.725789
-97,2,174.728792
-102,3,174.731788
-88,9,174.741789
-97,2,174.743793
-105,1,174.745793
-104,6,174.751788
-112,11,174.762793
-102,3,174.766793
205,12,174.779788
-99,5,174.785793
-133,19,174.803792
-79,19,174.823793
56,36,174.862793
-94,4,174.867789
-68,8,174.876789
-94,4,174.880789
-97,2,174.883789
-93,5,174.88879
-116,11,174.899788
-104,6,174.906789
-99,5,174.911789
-102,3,174.914789
-3,10,174.925789
-127,8,174.93379
-105,1,174.93579
-37,17,174.952789
-109,7,174.95979
-97,2,174.962789
-70,8,174.971789
-49,22,174.992789
-102,3,174.996789
-77,42,175.038789
-105,1,175.04079
-99,5,175.045789
-102,3,175.049788
69,29,175.078789
-101,8,175.087789
-93,5,175.092788
-114,9,175.101789
-89,3,175.105789
-105,1,175.10679
-86,5,175.112789
-114,10,175.122789
-2,12,175.135789
-83,31,175.16679
-104,2,175.168793
-105,1,175.17079
-105,1,175.171789
-105,1,175.173789
-97,2,175.175789
-100,10,175.185788
-105,1,175.187789
-94,4,175.191792
-99,5,175.197788
-97,2,175.19979
114,17,175.217789
-97,2,175.22098
-95,16,175.237513
-126,9,175.246509
-75,5,175.251513
-97,2,175.254509
-127,8,175.262513
82,20,175.283509
-102,3,175.28651
-89,3,175.290509
-102,3,175.293509
-97,2,175.296509
-105,1,175.297509
-96,3,175.301511
-105,1,175.30251
-94,14,175.316509
-94,4,175.321509
-97,2,175.323509
-105,1,175.325509
-98,7,175.332509
-102,3,175.335509
22,10,175.346509
-81,4,175.351509
-101,4,175.355509
-79,5,175.36151
-72,11,175.373509
-86,5,175.378509
-106,5,175.383509
-99,5,175.38951
-105,1,175.390509
-89,3,175.394509
-104,7,175.40151
-88,4,175.405509
-105,1,175.407509
-97,2,175.40951
-102,3,175.412509
66,26,175.43951
-105,1,175.44151
-94,4,175.44551
-32,22,175.467509
-105,1,175.469511
-105,1,175.470509
-102,3,175.474509
-102,3,175.47751
-112,13,175.49051
-89,3,175.494509
-105,1,175.495509
-105,1,175.497509
-105,1,175.498509
-98,6,175.505509
-94,4,175.509511
-95,9,175.518509
-107,4,175.522509
-89,3,175.526509
-105,1,175.528509
-99,6,175.534509
-97,2,175.536509
-104,2,175.539511
-105,1,175.54051
-97,2,175.543509
-97,2,175.545509
-119,14,175.55951
-105,1,175.560509
-105,1,175.562509
-97,2,175.564509
-114,8,175.57251
-105,1,175.574509
-97,2,175.576513
-109,8,175.584513
-102,9,175.594509
-103,7,175.60151
-89,12,175.614509
-102,3,175.617509
-105,1,175.619511
-97,8,175.627509
-42,29,175.657514
-99,5,175.662509
-12,15,175.678509
-89,3,175.681514
-73,6,175.688509
91,24,175.71351
-99,5,175.718509
-97,2,175.721509
-79,5,175.727509
-89,3,175.730509
-99,5,175.736509
-105,1,175.737509
-102,3,175.741509
-105,1,175.742513
-97,2,175.744509
-104,2,175.747509
-102,3,175.750509
-105,1,175.752509
-102,3,175.755509
-23,58,175.81251
-99,5,175.818509
-102,3,175.821509
-97,2,175.824509
-97,2,175.826509
-90,15,175.84251
-88,4,175.847509
-16,26,175.87651
-94,4,175.880535
-71,6,175.887534
-105,1,175.889536
-97,2,175.891535
-98,6,175.897535
-25,14,175.912535
-105,1,175.913535
-116,13,175.926534
-105,1,175.928535
-97,2,175.930535
-110,12,175.942534
-111,13,175.955535
-111,13,175.968534
-105,1,175.970535
-108,9,175.979536
-104,2,175.981535
-97,2,175.984535
-97,2,175.986535
-99,6,175.992534
-97,2,175.995534
-124,10,176.005535
103,20,176.026535
-105,1,176.027534
-111,13,176.040523
-92,6,176.047535
-110,2,176.049536
65,44,176.093534
-108,8,176.101535
-105,1,176.102535
-96,3,176.106534
-105,1,176.107535
-101,4,176.111535
61,28,176.141536
-107,4,176.145539
-97,2,176.148538
-97,2,176.150536
-89,3,176.154535
-89,3,176.157535
-97,2,176.160539
-110,12,176.172534
-105,1,176.173627
-114,8,176.181535
-105,1,176.183534
-105,1,176.184535
-105,1,176.186534
-105,1,176.187535
-112,6,176.193535
-91,9,176.203534
-96,7,176.210539
-105,1,176.212538
-118,11,176.222534
-109,7,176.230535
-123,23,176.253534
-130,27,176.280535
-99,5,176.285535
-101,8,176.293538
-97,2,176.296534
-104,6,176.302539
-105,1,176.303534
-110,2,176.306535
-105,1,176.307538
-113,14,176.321539
65,27,176.348534
-131,18,176.365535
-97,2,176.368534
-105,1,176.370524
-114,9,176.379536
-97,2,176.381536
-110,2,176.384534
-94,4,176.388534
-107,19,176.407535
-102,3,176.411535
-89,4,176.415534
-89,3,176.418535
-88,12,176.431536
-100,10,176.441536
-81,4,176.446534
-107,4,176.450536
-97,2,176.453534
-70,16,176.470535
-114,8,176.478534
146,29,176.508534
-89,3,176.512534
-89,3,176.515534
-105,1,176.517534
-116,12,176.529536
-109,3,176.532534
-100,10,176.542535
-102,3,176.546535
-81,4,176.550534
-94,4,176.555535
-105,1,176.556535
-105,1,176.558534
-105,1,176.559536
164,23,176.583535
-99,5,176.589536
-97,2,176.591536
-80,6,176.598535
-94,4,176.602535
-94,8,176.611535
-89,3,176.614534
-97,2,176.617534
-97,2,176.619536
-102,3,176.622535
-111,10,176.632539
67,30,176.663535
-105,1,176.664534
-105,1,176.666534
-94,4,176.670538
-104,2,176.673539
-95,17,176.689536
-25,28,176.719787
-105,1,176.721787
-99,5,176.726786
10,13,176.740786
-97,2,176.743786
134,36,176.78079
-129,11,176.791786
-97,2,176.793786
-42,9,176.804786
-97,2,176.80679
-107,4,176.811787
4,39,176.85079
-70,33,176.884786
-106,9,176.89479
-105,1,176.895787
-94,4,176.900786
-111,16,176.916786
-97,2,176.91979
-105,1,176.920786
-106,9,176.930786
-105,1,176.931786
-106,9,176.940786
-106,10,176.950786
-89,3,176.954786
-110,2,176.956786
-105,1,176.95879
-104,7,176.96579
-105,1,176.966786
-94,4,176.971786
-28,13,176.984786
-124,10,176.994786
-90,12,177.007786
-105,1,177.008786
-102,3,177.011786
-105,1,177.013786
173,36,177.050786
-99,5,177.055786
-105,1,177.057786
-110,2,177.059787
-89,3,177.063786
-99,5,177.068786
-10,15,177.084787
-97,2,177.086774
-93,5,177.092786
-117,6,177.098786
-97,2,177.101787
-26,14,177.115786
-119,9,177.124787
-65,9,177.134787
160,25,177.160786
-94,4,177.164786
190,17,177.182787
-89,3,177.186786
-114,8,177.194786
-107,4,177.198787
-84,21,177.221787
-130,34,177.255786
-105,1,177.256786
77,23,177.280787
-89,3,177.283786
32,31,177.314786
-103,7,177.321786
-96,7,177.328786
-99,24,177.353786
-97,2,177.356786
-119,9,177.365786
-119,10,177.375786
-85,6,177.38179
-105,1,177.383786
78,46,177.42979
-3,10,177.43979
-99,5,177.445786
-94,4,177.44979
-94,4,177.45479
-97,2,177.45679
-108,8,177.464786
-107,25,177.49079
-130,13,177.503786
-31,15,177.518786
-105,1,177.52079
-87,6,177.526786
-105,1,177.528786
-90,8,177.536786
-111,10,177.546786
-107,9,177.556786
-105,1,177.557786
-3,11,177.569786
-105,1,177.570786
-94,4,177.575786
-95,4,177.579787
-111,10,177.589786
-110,12,177.602786
-94,5,177.607786
-92,6,177.614786
-105,1,177.615786
-105,1,177.616786
-81,18,177.636786
-105,1,177.637786
-105,1,177.639786
-97,2,177.641787
-111,10,177.651786
-104,6,177.658786
-124,10,177.668786
-90,18,177.686786
-117,6,177.692786
-105,1,177.694786
-101,8,177.702786
-94,4,177.707786
-97,2,177.709786
-102,3,177.713786
-97,2,177.715786
-109,9,177.724786
-97,2,177.727786
-105,1,177.728786
-105,1,177.730786
-105,1,177.731786
-44,24,177.755786
-94,4,177.760786
-109,7,177.767786
-109,7,177.774786
-110,2,177.777786
-97,2,177.779786
-97,2,177.781786
-107,4,177.786786
-90,12,177.798786
-119,14,177.812786
-68,18,177.83279
-71,6,177.839786
-79,5,177.845786
-91,6,177.851787
-109,7,177.858786
-97,2,177.861786
-97,2,177.863791
-101,4,177.867786
-107,4,177.872786
-88,4,177.876786
-105,1,177.877786
55,29,177.910787
-105,1,177.911787
-117,24,177.936786
-99,5,177.94179
-109,7,195.41989
-100,19,195.44189
-104,6,195.44889
-105,1,195.44989
-94,3,195.453891
-95,9,195.463891
-147,26,195.49089
-105,1,195.49289
-109,21,195.515891
-102,3,195.51989
-114,8,195.52889
-112,5,195.53489
-107,4,195.538891
-5,51,195.59289
-100,9,195.60289
-109,7,195.61089
-111,6,195.617891
-99,5,195.622891
-97,2,195.625891
-105,1,195.627891
-129,25,195.653891
-99,5,195.659891
89,40,195.700907
-36,46,195.747904
-97,2,195.749904
-105,1,195.751903
-107,4,195.755903
-105,1,195.757903
-97,2,195.759904
-89,3,195.762903
-105,1,195.764903
-48,28,195.793903
-156,68,195.859903
125,11,195.872904
-104,6,195.878903
-102,3,195.881903
-97,2,195.884903
25,29,195.913903
-105,1,195.914903
71,31,195.946903
-105,11,195.957903
-104,6,195.964903
-94,4,195.968903
-89,3,195.972904
-135,15,195.986903
-117,13,195.999903
-105,1,196.001903
-103,7,196.008903
-106,13,196.021903
-46,21,196.042908
-106,9,196.051903
-97,2,196.054903
-230,31,196.086903
-57,26,196.112904
-94,4,196.117893
-105,1,196.119904
-155,22,196.140907
-97,2,196.143907
-89,3,196.146907
43,31,196.178903
-112,25,196.203892
-105,1,196.205892
-49,30,196.23589
-20,18,196.25489
-105,1,196.25589
-105,1,196.25789
-109,8,196.26589
-96,11,196.277903
-97,3,196.280904
-94,4,196.285904
-107,4,196.289903
-99,5,196.295907
-102,3,196.298904
-94,5,196.303903
-1235,31,196.332905
-89,3,196.335903
-119,14,196.349905
-97,3,196.353903
-105,1,196.354903
-253,45,196.398903
-102,3,196.401903
-34,13,196.414903
119,31,196.446903
-120,16,196.462903
-99,5,196.467903
-102,3,196.471903
-1230,31,196.500903
-48,26,196.526903
-116,11,196.537903
-27,18,196.555903
-105,1,196.557903
-133,24,196.581903
-93,5,196.587907
-28,58,196.644903
4,43,196.688903
-97,2,196.691903
-105,1,196.692903
-105,1,196.694903
-105,1,196.695907
-64,51,196.745903
-127,8,196.753903
-119,14,196.767903
-99,5,196.773907
-149,29,196.803108
-98,6,196.809107
-96,3,196.813103
92,23,196.837103
-112,10,196.847107
-105,1,196.849107
-109,7,196.856103
-99,5,196.861108
-89,3,196.865108
-99,5,196.870103
-94,4,196.874107
213,10,196.886104
-114,9,196.895103
-112,5,196.900103
-112,6,196.906107
37,30,196.937104
-111,13,196.950103
-101,8,196.958103
-105,1,196.960103
-97,2,196.962103
-104,6,196.969104
-94,4,196.973104
-102,3,196.976103
-96,7,196.984103
-89,3,196.987103
-99,5,196.992104
-96,3,196.996103
-89,3,196.999104
-105,1,197.001103
-89,3,197.004103
-114,8,197.012103
-286,30,197.041103
-105,1,197.042103
-93,16,197.058103
-89,3,197.062103
-31,18,197.080104
-97,2,197.084104
-105,1,197.086104
-100,13,197.100103
-94,4,197.104104
-139,16,197.120104
-106,10,197.130104
75,26,197.157104
-97,2,197.160105
-97,2,197.162103
-4,43,197.205103
-97,2,197.207103
-96,3,197.211104
-105,1,197.212104
109,38,197.251092
-105,1,197.253092
-107,16,197.269093
-94,4,197.274107
-89,3,197.277104
-57,28,197.30609
-104,7,197.31309
-37,27,197.340103
-105,1,197.341104
-257,28,197.368093
-88,5,197.373104
-116,12,197.385103
-95,9,197.394103
-116,15,197.409103
-14,39,197.449103
-112,5,197.454103
-89,3,197.458103
-94,4,197.462107
98,16,197.479103
-105,1,197.481105
-116,12,197.493104
-42,19,197.512104
-15,14,197.526103
-109,7,197.533104
-98,6,197.540103
-114,9,197.549103
-105,1,197.550103
-165,20,197.569103
-122,15,197.583104
-126,16,197.599103
-105,1,197.601105
-96,7,197.608105
-105,1,197.610103
-114,8,197.618104
-105,1,197.620103
-105,1,197.621105
-97,2,197.624104
-130,17,197.640104
-115,25,197.665104
-97,2,197.668103
-246,28,197.695103
-98,6,197.701105
-105,1,197.703105
-97,2,197.705103
-105,1,197.706104
-101,13,197.720104
-85,11,197.732105
-114,8,197.740104
-97,2,197.743104
-85,7,197.750103
-109,7,197.757104
-97,2,197.760103
-89,3,197.763103
-89,3,197.767104
-144,19,197.785103
-97,2,197.788107
-97,2,197.790107
-107,4,197.794103
-105,1,197.796103
-111,10,197.806103
-89,3,197.810103
-212,26,197.834104
-97,2,197.836103
-26,14,197.851108
-97,2,197.853104
-105,1,197.855103
-129,11,197.866103
-107,4,197.870103
108,15,197.886104
-104,6,197.893103
-138,19,197.911108
-105,1,197.913108
-105,1,197.914108
-35,22,197.937103
-117,12,197.948103
-255,42,197.990108
-225,26,198.015103
-105,1,198.016104
70,29,198.046103
-105,1,198.048104
-105,17,198.065104
-111,17,198.082103
-89,3,198.085103
-252,28,198.113104
-107,21,198.135104
-110,12,198.147104
-97,2,198.150105
-1230,31,198.179103
-105,1,198.180104
-107,4,198.184103
-90,8,198.193104
-97,2,198.195104
-99,5,198.200103
-251,51,198.250104
-114,8,198.258103
-89,18,198.277092
-105,1,198.278105
-105,1,198.280103
-111,13,198.293093
-107,4,198.297092
-136,18,198.314092
-98,7,198.322092
-270,34,198.355104
-107,4,198.359103
-124,10,198.369103
-194,34,198.402107
-99,5,198.408103
-95,4,198.412108
-109,28,198.441108
-170,33,198.474104
-105,1,198.475103
-105,1,198.477103
-119,9,198.486103
-198,42,198.527107
-105,1,198.528103
-97,2,198.531105
-84,34,198.564103
-102,3,198.568103
-97,2,198.570103
-141,20,198.590103
-105,1,198.591104
-40,25,198.616103
-48,24,198.640103
-48,61,198.700103
-99,5,198.706103
-105,1,198.707104
-97,2,198.710103
-89,14,198.724103
-103,8,198.733104
-97,2,198.735104
-110,2,198.738103
-99,5,198.743104
-97,2,198.745103
-99,5,198.751103
-102,8,198.759103
-107,13,198.772103
-97,2,198.774105
-105,1,198.776103
-95,16,198.792493
-105,1,198.794493
-89,3,198.797495
-94,4,198.801494
-100,10,198.811493
-94,4,198.816494
-1235,31,198.845494
-124,10,198.855494
-96,7,198.862494
-104,6,198.868494
-99,5,198.874494
-152,20,198.893495
91,24,198.918494
-102,3,198.921494
-105,1,198.92351
-104,6,198.929519
-106,5,198.934518
-144,19,198.952518
-85,7,198.960518
-136,18,198.977519
-80,6,198.983519
-105,1,198.985518
-102,3,198.988518
-97,2,198.991519
-95,21,199.012518
-102,3,199.016518
-97,2,199.018518
-93,18,199.037518
-105,1,199.039518
-137,18,199.056518
-97,2,199.058518
-114,8,199.066518
-94,4,199.071523
-100,15,199.086518
-119,9,199.095518
-101,8,199.105522
117,68,199.173518
-94,4,199.177518
-104,6,199.183518
-161,21,199.203518
-91,7,199.210518
-116,11,199.221518
-78,10,199.232522
-97,2,199.235522
-111,10,199.245518
-105,1,199.246522
-1234,45,199.289518
-97,2,199.292518
-28,30,199.322518
-113,14,199.336518
-97,2,199.338518
-252,28,199.365507
-80,15,199.38152
-119,9,199.390518
-104,6,199.396518
-89,3,199.399518
95,48,199.448518
-102,3,199.452519
-59,27,199.478518
160,23,199.502518
95,41,199.543518
-105,12,199.555518
-107,4,199.559518
-97,2,199.562519
-246,28,199.588518
-94,4,199.593523
-102,3,199.596518
-109,7,199.603523
-117,6,199.610519
-109,7,217.248889
-119,13,217.263889
-101,9,217.273889
-97,7,217.281889
-260,48,217.331889
-66,9,217.342889
-97,2,217.345889
-107,4,217.350889
-107,4,217.354889
-102,3,217.358889
-114,8,217.367889
-103,19,217.389889
-101,4,217.395889
-105,1,217.396889
-111,10,217.408889
-105,1,217.41089
-114,8,217.419889
-94,4,217.424889
-102,3,217.427889
-104,6,217.434889
-105,1,217.436889
-104,6,217.44389
-97,2,217.44589
-112,5,217.45189
-105,1,217.45389
-131,18,217.471889
-105,1,217.473891
-165,22,217.495906
-89,3,217.499906
-123,15,217.514902
-105,1,217.516906
-105,1,217.517903
-94,4,217.522905
-124,10,217.532906
-101,4,217.536901
-105,1,217.538906
-111,12,217.550906
-98,14,217.565902
-102,3,217.568902
-111,10,217.578902
-102,3,217.582906
-97,2,217.585906
-94,4,217.589906
42,39,217.628902
-85,7,217.636902
-94,4,217.640902
-211,25,217.664902
-99,5,217.669903
-99,5,217.675902
-107,5,217.680902
-105,1,217.682902
-105,1,217.683902
-104,6,217.689903
-105,1,217.691902
-97,3,217.694902
-105,1,217.696902
-94,5,217.701902
-92,6,217.708903
-116,11,217.719903
-8,13,217.733902
87,17,217.751902
-96,3,217.755902
-105,1,217.756902
-97,2,217.759903
-98,6,217.765902
-96,7,217.772902
-97,2,217.775902
-105,1,217.776902
-105,1,217.778903
-105,1,217.779903
-109,8,217.788903
-105,1,217.789903
-105,1,217.791902
-102,3,217.794902
-109,7,217.801902
-80,7,217.809903
-94,4,217.813902
82,21,217.835902
-105,1,217.836902
-91,6,217.842902
-97,2,217.845902
-105,1,217.846902
-97,2,217.849903
-105,1,217.850902
-99,5,217.856903
-105,1,217.857903
-75,5,217.863902
-116,15,217.877902
-105,1,217.879903
-96,3,217.882902
-105,1,217.884902
-104,6,217.890902
63,41,217.931902
-119,23,217.955902
-122,14,217.968905
-94,4,217.973902
-97,2,217.975902
-104,2,217.978902
-16,21,218.000906
-93,5,218.005906
-101,8,218.014902
-97,2,218.016906
-107,19,218.036906
-94,4,218.040906
-113,14,218.054902
-114,8,218.063906
-107,5,218.068903
-102,3,218.071906
-122,15,218.086902
-97,2,218.089906
7,23,218.113902
198,14,218.128902
-102,8,218.136902
-138,18,218.154906
-105,1,218.155901
-94,5,218.160902
-106,9,218.169903
183,18,218.189903
-73,5,218.195902
-97,2,218.197902
-87,5,218.203902
55,31,218.234902
-97,2,218.237902
161,23,218.261902
28,38,218.301902
-117,7,218.308902
-110,2,218.311902
-105,1,218.312902
-97,2,218.315902
-93,5,218.320902
-104,6,218.327902
-105,1,218.328903
-94,4,218.332901
-97,2,218.335902
-122,18,218.353902
-1,8,218.362902
-117,6,218.368902
-97,2,218.371902
-44,34,218.406902
-102,8,218.414902
-104,6,218.421902
-99,5,218.426902
-108,8,218.43489
-105,1,218.436903
-105,1,218.437902
-97,2,218.440903
-105,1,218.441903
-70,8,218.45089
-107,4,218.455902
-97,2,218.457902
-99,5,218.462903
-106,9,218.472902
-105,1,218.473902
164,30,218.504905
-89,3,218.507902
-125,17,218.524902
-86,13,218.538902
-97,2,218.541903
-105,1,218.542906
-105,1,218.544901
-105,1,218.545902
-97,2,218.547902
-107,4,218.552902
-102,3,218.555902
-93,7,218.562906
-102,3,218.566902
-99,5,218.571906
-101,4,218.576901
-103,3,218.579902
-99,5,218.584906
-109,7,218.592902
-105,1,218.594902
-117,13,218.606906
-85,7,218.614906
-144,29,218.643902
-107,4,218.647902
-97,2,218.650906
-105,11,218.661902
-105,1,218.663902
-99,5,218.668905
-60,30,218.698902
-113,10,218.708902
-121,12,218.720902
-94,4,218.724902
-96,3,218.728902
-105,1,218.729901
-109,17,218.746902
-104,6,218.753902
-174,31,218.783903
-51,6,218.790902
-105,1,218.792925
-105,1,218.793927
-99,5,218.799927
-97,2,218.801926
-114,9,218.810926
-66,5,218.816926
-100,5,218.821926
-107,4,218.826926
-94,4,218.830926
-114,8,218.838926
-105,1,218.840926
-105,1,218.841926
-75,8,218.850926
-94,4,218.854926
10,11,218.867687
-101,4,218.871845
-94,4,218.876409
125,11,218.888409
-99,5,218.893398
-107,5,218.899409
-97,2,218.901413
-30,36,218.937409
-85,8,218.946413
-89,3,218.949413
-89,3,218.953413
147,27,218.981409
-97,2,218.98441
121,20,219.006409
-1171,48,219.051409
-105,1,219.053409
-72,15,219.06941
-105,1,219.070409
-107,4,219.075409
-105,1,219.076409
-108,8,219.08441
-88,4,219.089409
-105,1,219.090409
-96,3,219.093409
-102,3,219.097409
-105,1,219.098409
-98,6,219.105409
-104,17,219.122409
-89,3,219.126409
-99,5,219.13141
-100,10,219.141409
-105,1,219.143409
-107,4,219.14741
-105,1,219.14941
2,10,219.15941
-97,2,219.162409
-97,2,219.16441
-105,1,219.166409
-105,1,219.167409
-105,1,219.168409
-152,20,219.187409
-94,4,219.192409
108,16,219.209409
-102,3,219.213409
144,29,219.24241
-89,3,219.246409
-97,2,219.248409
-104,2,219.250409
-89,8,219.25941
-81,4,219.263409
-94,4,219.268409
-89,3,219.271409
-104,2,219.274413
-30,16,219.290409
-123,11,219.302409
-97,2,219.305409
-105,1,219.307413
-97,2,219.310413
-54,24,219.334409
-97,2,219.337409
-97,2,219.33941
-105,1,219.341408
-105,1,219.342409
-99,5,219.348408
-97,2,219.350413
-48,21,219.371413
52,39,219.410413
-109,7,219.418409
-176,23,219.439409
84,20,219.461409
-156,37,219.498398
-97,2,219.501398
-97,2,219.503398
-89,3,219.507398
-95,4,219.511398
-86,15,219.527395
-104,6,219.533396
-114,14,219.547395
-97,2,219.549396
-97,2,219.552398
-130,30,219.581409
-186,37,219.619409
-97,2,219.621409
-95,9,219.631409
-104,7,219.638408
-99,5,219.643409
-105,1,219.645409
-97,2,219.647409
-106,9,219.656409
-105,1,219.658409
-102,3,219.661409
-144,19,219.680409
-97,2,219.682409
-97,2,219.684409
-90,8,219.693409
-105,1,219.694409
-123,11,219.705409
-97,2,219.708409
-99,5,219.713409
-82,14,219.728409
-91,16,219.744409
-94,4,219.749409
-105,1,219.750409
-94,4,219.755409
-102,3,219.758409
-94,4,219.763409
-94,4,219.767409
-99,5,219.772409
-87,5,219.778409
-105,1,219.779409
-102,3,219.783409
-100,10,219.793409
-97,2,219.795413
-246,28,219.821409
-124,10,219.831409
-93,5,219.837409
-102,3,219.840413
-99,5,219.846409
-105,1,219.847409
-105,1,219.84941
-107,4,219.853409
-89,3,219.856409
