#{"t_start": 1641665631.797942, "env_id": null}
r,l,t 
-105,1,3057.845577
91,40,3057.892755
-94,4,3057.899767
-97,2,3057.902767
-105,1,3057.904753
170,19,3057.929105
-102,3,3057.933105
120,30,3057.970125
-81,4,3057.975167
-101,8,3057.985173
20,9,3057.99613
-97,2,3057.99913
-94,4,3058.00413
-91,6,3058.011115
-102,3,3058.016153
-105,1,3058.018153
-107,4,3058.023153
-97,2,3058.025251
-3,11,3058.040193
-97,2,3058.04318
-137,18,3058.063219
-105,1,3058.065331
-126,16,3058.083247
-105,1,3058.085355
-99,5,3058.091272
-97,2,3058.094273
-91,6,3058.10131
90,20,3058.125837
-102,3,3058.130825
-104,6,3058.138825
-105,1,3058.139836
-106,9,3058.150837
-89,3,3058.155824
-105,1,3058.157836
-1,8,3058.167824
-101,8,3058.176824
-94,4,3058.181824
-116,12,3058.195836
-71,6,3058.204829
-97,2,3058.208837
-105,1,3058.210826
-105,1,3058.212825
-97,2,3058.215823
-89,3,3058.219826
-1240,31,3058.252823
-94,4,3058.257823
110,15,3058.276839
-99,5,3058.283824
-58,6,3058.292836
-102,3,3058.296837
-97,2,3058.299836
-116,11,3058.311836
-99,5,3058.317837
-105,1,3058.319837
-107,4,3058.325836
-104,6,3058.332837
-105,1,3058.334837
-35,27,3058.366482
-81,8,3058.376596
-102,3,3058.381481
-97,2,3058.383562
-97,2,3058.38647
-139,16,3058.404478
-101,13,3058.421478
-86,5,3058.427466
-83,11,3058.441478
-104,6,3058.448478
-99,5,3058.454479
-91,6,3058.462478
-105,1,3058.464478
-105,1,3058.466478
2,10,3058.479478
-120,21,3058.503478
-66,5,3058.510466
-102,3,3058.515478
-91,10,3058.527467
-78,10,3058.541504
-94,4,3058.547508
-104,6,3058.554567
-109,7,3058.563566
-86,5,3058.570565
-83,11,3058.584567
-99,5,3058.590566
-101,8,3058.600566
-105,1,3058.602566
-102,3,3058.606566
-94,4,3058.611566
-144,19,3058.632566
-144,19,3058.653566
-99,5,3058.659567
-104,6,3058.666594
-97,2,3058.669594
-105,1,3058.671594
-106,9,3058.682594
-114,8,3058.691594
-124,10,3058.702621
-97,2,3058.705621
-16,11,3058.718621
-109,7,3058.726621
79,25,3058.756621
-105,1,3058.758621
-105,1,3058.759622
-106,26,3058.791157
-91,6,3058.799156
-81,4,3058.804685
-105,1,3058.806694
-104,6,3058.813694
-94,4,3058.819694
-105,1,3058.820686
-101,12,3058.837693
-105,1,3058.838694
-94,4,3058.843682
-104,6,3058.851697
-116,20,3058.874694
-40,23,3058.901694
-97,2,3058.904681
-97,2,3058.907696
-86,9,3058.918694
-131,17,3058.937697
-119,9,3058.948694
-129,11,3058.960683
-105,1,3058.962693
-114,8,3058.971693
-116,12,3058.985693
-111,10,3058.996697
-112,5,3059.002681
-102,3,3059.006793
-182,23,3059.031694
-91,6,3059.038848
-99,5,3059.044683
-111,10,3059.057888
-91,6,3059.065681
-94,4,3059.070694
-97,2,3059.073946
-108,19,3059.096693
-81,4,3059.102694
-93,14,3059.11968
-112,5,3059.12568
-111,10,3059.13768
-97,2,3059.140682
-89,3,3059.14568
-97,2,3059.148682
-111,10,3059.160683
-91,6,3059.168694
-109,7,3059.176694
90,19,3059.201681
-129,11,3059.214694
-104,6,3059.221694
-105,1,3059.223693
-97,2,3059.226695
-97,2,3059.229693
-97,2,3059.231693
-89,3,3059.235693
-105,1,3059.237681
-105,1,3059.239684
-111,10,3059.252695
-105,1,3059.253694
-96,7,3059.262712
-94,4,3059.267722
-104,6,3059.275709
-97,2,3059.27872
-91,6,3059.285722
-96,11,3059.299722
-94,4,3059.304709
-116,11,3059.317722
-86,5,3059.324723
-89,3,3059.328722
-102,3,3059.332723
-99,5,3059.338711
-91,6,3059.346722
107,13,3059.365722
175,18,3059.390713
-97,2,3059.393709
-94,4,3059.399712
-99,5,3059.40671
100,18,3059.431723
-73,9,3059.44571
-105,1,3059.44871
4,7,3059.45871
-109,7,3059.468709
-68,8,3059.480709
-111,10,3059.493719
-91,6,3059.50171
-97,2,3059.50471
-89,3,3059.50971
-111,10,3059.52171
-104,6,3059.528711
-97,2,3059.531897
-84,6,3059.539722
-111,10,3059.551711
175,18,3059.57271
-110,22,3059.598722
-96,7,3059.607721
-109,7,3059.615722
-99,5,3059.621722
-89,3,3059.625722
7,9,3059.636723
-97,2,3059.640722
141,24,3078.705937
-97,2,3078.708937
-99,5,3078.714937
-81,4,3078.719937
-105,1,3078.721937
-97,2,3078.724937
114,32,3078.759937
-89,3,3078.763937
-116,15,3078.780937
-105,1,3078.782937
-97,2,3078.785937
147,26,3078.815937
-89,3,3078.819937
-23,15,3078.837938
-116,11,3078.849937
-97,2,3078.852937
17,37,3078.896938
-93,13,3078.912938
-122,19,3078.934157
-102,3,3078.938128
-113,25,3078.966951
-99,5,3078.972949
-105,1,3078.974087
-76,7,3078.982949
-102,3,3078.986951
-104,6,3078.99395
177,21,3079.018951
-111,10,3079.029951
-101,8,3079.03995
-97,2,3079.04195
-122,15,3079.058951
-94,4,3079.063951
-109,7,3079.07195
-99,5,3079.077951
-128,23,3079.102951
-21,13,3079.116951
-89,3,3079.12095
-105,1,3079.122949
-105,1,3079.124951
-91,6,3079.13195
-108,19,3079.15295
-116,12,3079.16595
-102,3,3079.16995
-71,6,3079.176951
-97,2,3079.179951
-89,3,3079.18295
-89,3,3079.186951
-97,2,3079.189939
-96,7,3079.19795
-97,2,3079.199951
-94,4,3079.204951
-104,6,3079.21195
-91,6,3079.218951
-108,16,3079.236955
200,13,3079.25295
-264,42,3079.297951
107,13,3079.31395
-122,30,3079.348954
-97,2,3079.35295
-105,1,3079.354954
12,8,3079.36495
185,16,3079.38495
-96,7,3079.39295
-110,20,3079.416954
-109,7,3079.424953
-89,3,3079.42795
-105,1,3079.429954
-81,4,3079.43495
-97,2,3079.43795
-102,3,3079.440951
14,44,3079.488951
-102,3,3079.49295
37,49,3079.546951
-97,2,3079.548951
-34,21,3079.57195
-94,4,3079.576952
86,19,3079.59895
-105,1,3079.60095
-96,7,3079.608951
-97,2,3079.61095
-105,1,3079.61295
-96,7,3079.620951
-126,16,3079.637951
-76,7,3079.64695
-89,3,3079.65095
75,45,3079.699951
-105,1,3079.70095
-99,5,3079.70695
-1,8,3079.71695
-124,10,3079.727951
-101,8,3079.736951
-18,16,3079.75395
-79,29,3079.78595
-89,3,3079.78895
-97,2,3079.791954
-62,22,3079.81495
-137,21,3079.837954
-131,17,3079.85595
-108,16,3079.874954
-115,20,3079.898954
-105,1,3079.899954
-129,12,3079.91295
-105,1,3079.91495
-89,3,3079.91795
2,10,3079.929954
-129,11,3079.941951
-102,3,3079.945954
-89,3,3079.949954
-94,4,3079.954954
-94,4,3079.959938
-86,13,3079.975954
-102,3,3079.979954
-131,17,3079.99795
-99,5,3080.003951
-107,4,3080.008951
-122,15,3080.024951
-106,14,3080.04195
27,37,3080.081949
-99,5,3080.08795
-109,7,3080.095951
-122,15,3080.111951
-101,8,3080.12095
-106,9,3080.130939
95,18,3080.151939
-86,10,3080.162939
-110,23,3080.188937
-105,1,3080.190938
-96,7,3080.198938
-119,9,3080.208938
169,15,3080.225749
-105,1,3080.227747
110,15,3080.24575
197,11,3080.25875
-99,5,3080.264746
-94,9,3080.274734
-116,16,3080.292746
-94,4,3080.297747
-107,4,3080.30275
-81,4,3080.307747
-107,4,3080.311746
-28,23,3080.337747
190,16,3080.35575
-107,4,3080.360746
-104,15,3080.378778
-34,24,3080.405773
-102,3,3080.409778
-101,8,3080.418813
-97,2,3080.421597
-94,4,3080.426668
-97,2,3080.428651
-28,16,3080.447651
-105,1,3080.449652
-102,3,3080.452651
-96,7,3080.460651
-81,4,3080.466651
-122,15,3080.482651
-182,23,3080.507653
-89,3,3080.511651
-97,2,3080.513651
-101,8,3080.522651
-122,7,3080.530651
-104,6,3080.537651
-102,3,3080.541652
-114,8,3080.550652
-124,19,3080.571651
-109,7,3080.579652
-81,4,3080.584651
-76,7,3080.593651
-129,11,3080.606652
-116,11,3080.618651
-102,3,3080.621651
-105,1,3080.623929
-99,5,3080.629652
-109,7,3080.636651
-97,2,3080.639652
-131,17,3080.657652
175,19,3080.679656
-97,2,3080.682651
-94,4,3080.687652
-121,28,3080.719652
-105,1,3080.721651
-105,1,3080.722651
-137,30,3080.755651
-99,5,3080.761651
-97,2,3080.764655
110,34,3080.802651
-81,8,3080.811651
-105,1,3080.813652
-89,3,3080.817639
-99,5,3080.823639
-105,1,3080.82564
-89,3,3080.829655
-68,8,3080.839655
-102,3,3080.843651
-97,2,3080.846641
-98,14,3080.862642
-97,2,3080.865651
-11,10,3080.877655
-105,1,3080.879655
-105,1,3080.881651
-114,8,3080.89064
-104,15,3080.907641
-97,2,3080.911651
70,23,3080.938651
-105,1,3080.94064
-48,21,3080.965651
-111,21,3080.990639
-26,19,3081.012651
-136,26,3081.042651
-105,1,3081.044651
62,26,3081.073639
165,20,3081.097652
-97,2,3081.100652
-102,3,3081.10464
-97,2,3081.107641
-119,9,3081.118651
-107,4,3081.123671
-97,2,3081.126651
-119,9,3081.136641
-71,33,3081.173668
-89,3,3081.178652
-111,10,3081.189652
-101,26,3081.220651
-131,17,3081.237656
-85,7,3081.246651
-122,15,3081.262651
-106,9,3081.272655
-105,1,3081.274655
-96,7,3081.281651
-119,9,3081.292651
-104,6,3081.298651
-105,1,3081.300655
-104,6,3081.307656
-97,2,3081.310641
-96,7,3081.31864
-105,1,3081.320652
-97,2,3081.32364
-91,6,3081.330655
-120,22,3081.356651
-59,24,3081.385651
-104,6,3081.392651
-105,1,3081.394651
4,7,3081.403655
-94,4,3081.408655
-105,1,3081.409655
-146,32,3081.445651
-100,17,3081.466651
-91,6,3081.47364
-116,11,3081.486651
-161,21,3081.509652
-71,6,3081.517651
84,41,3081.564651
-99,5,3081.570651
-105,1,3081.572652
-80,35,3081.612651
-105,1,3081.613651
-99,5,3081.619652
-80,17,3081.640639
-105,1,3081.641652
-96,7,3081.649652
54,27,3081.681652
184,11,3081.695651
-105,1,3081.696651
-106,9,3081.706651
-105,1,3081.708652
-86,5,3081.714651
-102,3,3081.718651
-65,14,3081.736651
-94,4,3081.745651
-83,15,3081.775641
-88,12,3081.79564
-94,4,3081.801639
-135,32,3081.845652
-111,10,3081.85764
-101,8,3081.868652
-31,19,3081.893639
-116,11,3081.908655
-102,3,3081.912642
-94,4,3081.917644
-94,4,3081.922655
-117,13,3081.937639
-105,1,3081.939652
-107,4,3081.945791
-122,15,3081.964651
-99,5,3081.971651
-131,17,3081.993639
-102,3,3081.99764
-114,8,3082.008652
-68,8,3082.019641
80,21,3082.047651
65,27,3082.080641
-93,15,3082.098652
-97,2,3082.101651
100,18,3082.124639
-148,28,3082.154652
-1,8,3082.164652
-3,11,3082.177652
-30,23,3082.205651
-105,1,3082.206651
2,14,3082.223655
-105,1,3082.225652
-105,1,3082.227652
-90,20,3082.250652
-76,7,3082.260652
-105,1,3082.261652
-105,1,3082.263651
-97,2,3082.266651
-94,4,3082.271652
-94,4,3082.276652
-97,2,3082.279652
-89,3,3082.283651
72,22,3082.308651
-117,13,3082.323791
-105,1,3082.32565
-96,11,3082.339655
-89,3,3082.343654
-105,1,3082.344651
-97,2,3082.347651
-89,3,3082.351651
-102,3,3082.355651
-122,15,3082.371651
-89,3,3082.375652
-152,20,3082.399656
-99,5,3082.405651
-89,3,3082.409652
-71,28,3082.440368
-21,12,3082.454365
-1235,31,3082.485364
-116,12,3082.499364
-96,7,3082.507365
-89,3,3082.510365
-105,1,3082.512364
-105,1,3082.514364
-94,4,3082.518365
-94,4,3082.52351
-102,3,3082.527364
-119,14,3082.542364
-89,3,3082.545363
-86,9,3082.556364
-101,12,3082.569365
-97,2,3082.572364
-105,1,3082.574364
-105,1,3082.576364
-94,4,3082.581365
-105,1,3082.582364
-105,1,3082.584363
-109,7,3082.592364
-99,5,3082.598365
-96,7,3082.606364
-105,1,3082.608365
-66,5,3082.614363
-109,7,3082.622364
-111,10,3082.633365
144,26,3082.662364
-78,10,3082.674365
-99,5,3082.680365
-97,2,3082.683364
-97,2,3082.686363
-89,3,3082.690369
32,8,3082.700364
-101,8,3082.709365
87,20,3082.731368
-101,8,3082.740365
29,34,3082.779364
-89,3,3082.783364
-105,1,3082.785365
-104,6,3082.792367
-105,1,3082.794364
-102,3,3082.798368
-5,14,3082.814364
-93,13,3082.829368
-116,12,3082.842368
-105,1,3082.844368
-43,22,3082.869368
-114,8,3082.879367
-105,1,3082.881367
-111,15,3082.898364
-105,1,3082.900366
-104,6,3082.907354
-101,8,3082.916365
-152,20,3082.937364
-169,33,3082.972364
-94,4,3082.977364
-89,3,3082.981364
-14,15,3082.998365
-328,42,3083.042364
-94,4,3083.047364
-106,9,3083.057364
-104,6,3083.064363
-161,21,3083.085364
-116,11,3083.098364
-119,14,3083.113364
-89,3,3083.117364
-121,24,3083.143364
-97,2,3083.145364
-80,13,3083.160364
-89,3,3083.164364
-89,3,3083.168365
-80,13,3083.184365
-91,10,3083.196364
-99,5,3083.202364
-91,6,3083.209368
-105,1,3083.210364
-91,6,3083.217363
-105,1,3083.219368
-100,17,3083.238364
-94,4,3083.243364
-94,4,3083.248353
-97,2,3083.251365
-25,21,3083.274365
-71,6,3083.282352
-105,1,3083.284353
-26,20,3083.307353
65,26,3083.338351
-105,1,3083.340352
-122,15,3083.356351
-104,6,3083.363351
-86,9,3083.374364
-1,13,3083.391368
-60,13,3083.408368
-91,6,3083.416368
-102,3,3083.419364
-156,23,3083.444364
-86,5,3083.450364
-105,1,3083.451364
-105,1,3083.453364
-97,2,3083.456364
-102,3,3083.460364
-105,1,3083.461364
-102,3,3083.465364
-94,4,3083.470365
92,16,3083.489364
-105,1,3083.491365
-111,10,3083.502363
-129,24,3102.316623
-96,7,3102.324623
-97,2,3102.326624
160,21,3102.350623
150,24,3102.377623
215,10,3102.389623
-96,7,3102.397623
-105,1,3102.399623
-97,2,3102.402623
-97,2,3102.404623
-88,12,3102.418624
-74,4,3102.423623
-97,2,3102.426623
0,13,3102.441623
-118,18,3102.461623
-102,3,3102.464623
-105,1,3102.466623
90,19,3102.490622
-94,4,3102.495623
-105,1,3102.497623
-81,8,3102.506624
-98,14,3102.522864
-15,17,3102.542459
-199,42,3102.587459
-101,8,3102.596462
-114,8,3102.605462
-19,17,3102.624459
-31,15,3102.641462
-86,5,3102.647463
-114,8,3102.656459
-94,4,3102.661461
-97,2,3102.664462
-86,5,3102.669462
-106,9,3102.680461
-105,1,3102.681457
-63,7,3102.690462
-105,1,3102.692458
-89,3,3102.695448
-107,4,3102.701459
-104,7,3102.709458
-105,1,3102.710458
-70,11,3102.723457
-97,2,3102.726458
-105,1,3102.727459
9,6,3102.735446
-97,2,3102.738458
-97,2,3102.740458
-106,20,3102.762458
60,25,3102.791458
-101,8,3102.800459
-102,3,3102.804459
-20,21,3102.828459
-86,5,3102.834458
50,27,3102.864459
-89,3,3102.868459
-97,2,3102.871447
-121,16,3102.889458
-105,1,3102.890459
-111,10,3102.901458
-105,1,3102.903459
-105,1,3102.905459
-105,1,3102.906459
-89,3,3102.910459
-104,6,3102.917459
-99,5,3102.922458
167,17,3102.942458
-94,4,3102.947459
-96,7,3102.955459
-86,5,3102.961458
-97,2,3102.963458
-96,7,3102.971458
-105,1,3102.973458
-89,3,3102.977459
-102,3,3102.980458
-105,1,3102.982458
-105,1,3102.983458
-109,7,3102.991458
-116,11,3103.003462
-104,6,3103.010462
-101,8,3103.019462
-119,14,3103.034458
-105,1,3103.036462
-105,1,3103.037459
-111,10,3103.048462
-94,4,3103.053462
-94,4,3103.058462
-97,2,3103.060462
70,23,3103.086462
-105,1,3103.088459
-104,6,3103.095459
-99,5,3103.101458
-119,14,3103.115462
-102,3,3103.119462
-105,1,3103.121458
-97,2,3103.123458
-97,2,3103.126458
-116,11,3103.138462
-1235,31,3103.168462
27,35,3103.207458
-202,33,3103.241457
95,22,3103.267459
-105,1,3103.269458
-60,13,3103.284458
-101,8,3103.293458
-97,2,3103.296458
-105,1,3103.297458
-105,1,3103.299458
-117,13,3103.313458
-97,2,3103.316458
-91,6,3103.322458
-89,3,3103.326459
-94,4,3103.331457
-97,2,3103.333458
-97,2,3103.336457
-130,13,3103.349458
-105,1,3103.351458
-96,7,3103.359459
125,28,3103.391458
-73,9,3103.402458
100,17,3103.422458
-94,4,3103.427458
-89,3,3103.431458
-99,5,3103.437448
-97,2,3103.439458
-98,14,3103.456447
-109,18,3103.476447
79,23,3103.501445
-106,14,3103.517445
-101,8,3103.526445
-104,15,3103.542444
-119,9,3103.552458
-102,3,3103.556462
-91,6,3103.562458
-89,3,3103.566458
-94,4,3103.571458
-83,15,3103.588581
4,7,3103.597458
-91,14,3103.614458
-97,2,3103.617462
14,6,3103.625458
-97,2,3103.628461
-97,2,3103.631458
-89,3,3103.635463
-126,24,3103.661462
-194,24,3103.685458
-105,1,3103.687669
-105,1,3103.689461
160,22,3103.715462
-105,1,3103.717458
-101,8,3103.726458
-88,12,3103.739459
-102,3,3103.743458
-105,1,3103.745458
-104,6,3103.751458
-81,32,3103.785459
-96,11,3103.798486
-137,18,3103.816486
-106,18,3103.836486
-105,1,3103.838486
-106,9,3103.848485
-97,2,3103.850486
-105,1,3103.852485
-105,1,3103.854487
-136,24,3103.879486
-97,2,3103.881486
-99,5,3103.887487
-105,1,3103.889487
-85,23,3103.915486
-102,3,3103.919485
-101,8,3103.928513
-105,1,3103.930502
-89,3,3103.934512
-104,6,3103.940513
-97,2,3103.943513
-105,1,3103.945502
-101,12,3103.958513
-104,6,3103.966513
-99,5,3103.971513
-78,10,3103.983512
-81,4,3103.988513
-105,1,3103.989512
-89,3,3103.993513
-102,3,3103.997513
-105,1,3103.998513
-102,3,3104.002513
-111,10,3104.013513
-104,6,3104.019513
-99,5,3104.026514
-89,3,3104.029513
-76,7,3104.038512
-116,12,3104.051514
-105,1,3104.053513
-120,25,3104.082512
-105,1,3104.084513
-105,1,3104.086517
-105,1,3104.087517
-102,3,3104.091513
-114,8,3104.100513
-102,3,3104.104513
-99,5,3104.109517
-141,20,3104.131513
-129,11,3104.143513
-20,25,3104.172517
-117,13,3104.186517
-97,2,3104.188517
-97,2,3104.191512
-122,7,3104.199512
-78,10,3104.211512
-96,7,3104.219512
-107,4,3104.224513
-107,4,3104.228513
-96,7,3104.236513
-114,8,3104.245513
-76,7,3104.253513
-97,2,3104.256513
-102,3,3104.260513
-97,2,3104.262513
-94,4,3104.267517
-97,2,3104.270648
-97,2,3104.272513
-86,5,3104.278517
-117,13,3104.292513
-97,2,3104.295517
-89,3,3104.298512
-105,1,3104.300513
-99,5,3104.306513
-1235,31,3104.336513
-252,28,3104.364513
-126,25,3104.392513
-16,16,3104.409513
-96,7,3104.417513
-105,1,3104.419513
-114,8,3104.428513
-96,7,3104.436513
-102,3,3104.440512
-97,2,3104.442513
-105,1,3104.444513
-105,1,3104.445514
-114,8,3104.454514
-55,12,3104.470502
-101,8,3104.479513
-91,6,3104.486513
-146,22,3104.509502
-86,5,3104.515502
-97,2,3104.517501
-97,2,3104.520501
-97,2,3104.523501
-106,9,3104.533502
-104,6,3104.540502
-89,3,3104.544767
-1235,31,3104.574849
-83,11,3104.587849
-89,3,3104.591849
-119,9,3104.601849
-99,5,3104.60785
79,24,3104.634849
-81,8,3104.644849
-94,4,3104.649849
-105,1,3104.650849
-89,3,3104.65485
95,18,3104.675849
-81,8,3104.684849
-105,1,3104.687005
165,21,3104.71085
-89,3,3104.714849
-105,1,3104.716849
-124,10,3104.727849
-111,10,3104.738849
-94,4,3104.743849
-105,1,3104.744849
-94,4,3104.749849
-81,4,3104.75485
-106,9,3104.764849
-97,2,3104.767849
-97,2,3104.76985
-80,17,3104.789854
127,9,3104.80085
-105,1,3104.802849
-30,23,3104.82985
115,15,3104.84685
-126,16,3104.863849
-81,4,3104.86885
60,28,3104.899853
-101,12,3104.912849
-89,3,3104.91685
-89,3,3104.920853
-89,3,3104.924849
-89,3,3104.928853
-114,8,3104.936979
-131,23,3104.961853
-97,2,3104.964849
-94,4,3104.969849
-119,14,3104.984849
-89,3,3104.987853
-102,3,3104.991849
-62,23,3105.016854
-104,6,3105.023849
100,17,3105.043849
-102,3,3105.04685
-111,10,3105.057849
-6,9,3105.06885
-105,1,3105.069849
-109,22,3105.094849
-86,5,3105.100849
-91,10,3105.111849
150,23,3105.13785
-94,4,3105.142849
-94,4,3105.147849
-117,13,3105.161849
-97,2,3105.164849
-97,2,3105.16685
-81,4,3105.171849
-113,17,3105.191851
-99,5,3105.197849
-161,23,3105.221418
-89,3,3105.225425
-106,9,3105.235426
-105,1,3105.23743
-99,5,3105.242426
-102,3,3105.246426
-171,34,3105.281425
-99,5,3105.28743
-106,9,3105.296426
-107,4,3105.301429
-97,2,3105.30443
-86,9,3105.31443
-97,2,3105.317426
-105,1,3105.318426
-111,10,3105.329427
-112,5,3105.335426
-94,4,3105.340425
-99,5,3105.345426
-116,11,3105.357426
-136,22,3105.380426
-104,6,3105.387426
-89,3,3105.391425
-101,8,3105.400426
-105,1,3105.402426
-96,7,3105.410425
-97,2,3105.412426
-137,18,3105.431425
10,15,3105.448425
-119,14,3105.463425
-105,1,3105.465425
162,20,3105.487427
-89,3,3105.491426
-99,5,3105.49656
-23,15,3105.513425
-131,30,3105.546425
-97,2,3105.549427
-78,15,3105.567426
2,10,3105.578426
-106,9,3105.589427
-102,3,3105.593426
-107,16,3105.610426
-105,1,3105.612427
-97,2,3105.614426
-111,10,3105.625426
-105,1,3105.627426
-93,14,3105.643426
-94,4,3105.648426
-109,7,3105.656425
27,35,3105.695426
-106,9,3105.705429
-99,5,3105.711425
-89,3,3105.715425
49,45,3105.763425
-105,1,3105.765425
-89,3,3105.768425
-97,2,3105.771426
-78,10,3105.783425
-89,3,3105.787511
-111,10,3105.798425
-106,9,3105.80743
-86,5,3105.813425
-104,6,3105.820638
-97,2,3105.823426
-105,1,3105.824425
-115,25,3105.852425
-97,2,3105.855426
-76,7,3105.864425
-81,8,3105.873425
-101,8,3105.882426
-105,1,3105.883426
-151,38,3105.925426
-97,2,3105.928426
-102,3,3105.931426
-109,7,3105.939427
-94,4,3105.944425
-105,1,3105.945426
142,26,3105.974426
-119,14,3105.989427
-94,4,3105.994426
-99,5,3105.999427
-98,14,3106.015426
-144,19,3106.035426
82,19,3106.057426
145,25,3106.085426
122,11,3106.098425
-130,13,3106.112425
-101,12,3106.126415
-119,9,3106.136425
-81,4,3106.141426
-76,7,3106.149427
-114,8,3106.158426
-164,26,3106.185426
-97,2,3106.188429
-97,2,3106.191414
-97,2,3106.19343
-91,6,3106.200429
70,23,3106.227431
-86,5,3106.233426
-97,2,3106.235426
-97,2,3106.238429
-102,3,3106.241426
-97,2,3106.244425
-94,4,3106.24943
-141,28,3106.278429
-97,2,3106.280429
-94,4,3106.285429
-89,3,3106.28943
-99,5,3106.295426
162,18,3106.315426
-101,12,3106.32943
-97,2,3106.332429
-97,2,3106.334425
-105,1,3106.336426
62,22,3106.36143
-126,22,3106.38643
-51,26,3106.414415
-106,9,3106.424426
-97,2,3106.427427
-105,1,3106.429427
-89,3,3106.432425
-97,2,3106.435414
-99,5,3106.441414
-104,6,3106.448414
-104,6,3106.455414
-78,10,3106.468414
-106,9,3106.478414
-94,4,3106.483414
-105,1,3106.485436
-96,12,3106.499415
-96,7,3106.507427
-86,13,3106.522426
90,20,3106.545542
127,26,3106.574541
-97,2,3106.576541
22,6,3106.584541
-126,16,3106.601541
-101,8,3106.610541
-126,24,3106.637542
107,13,3106.653573
-109,7,3106.661568
-94,4,3106.666569
-104,6,3106.672569
-105,1,3106.674568
-97,2,3106.67757
-105,1,3106.678569
100,17,3106.698569
-105,1,3106.700557
85,20,3106.723568
-109,7,3106.731568
-94,4,3106.735568
-101,8,3106.745569
-135,27,3106.775569
-105,1,3106.776702
-94,4,3106.782568
-102,3,3106.786666
-86,5,3106.792568
-97,2,3106.794568
-91,6,3106.801573
-102,3,3106.805572
-116,11,3106.817569
-89,3,3106.821572
-104,6,3106.827568
-89,3,3106.831569
-105,1,3106.833568
-86,5,3106.838569
-97,2,3106.841568
182,14,3106.857568
-104,6,3106.864568
-106,9,3106.874568
-83,11,3106.887572
-89,3,3106.891572
54,28,3106.922569
-86,5,3106.928572
-97,2,3106.931568
-94,4,3106.936702
-97,2,3106.938573
-81,4,3106.943568
-112,5,3106.949573
-89,3,3106.952572
-105,1,3106.954569
-114,8,3106.963568
-89,3,3106.967568
-99,5,3106.973568
9,6,3125.51879
-91,10,3125.533791
-97,2,3125.536792
-106,9,3125.54879
-94,4,3125.553791
-105,1,3125.55579
-111,10,3125.567791
-97,2,3125.570791
-111,10,3125.58279
-53,29,3125.61779
-105,1,3125.61979
152,21,3125.645791
-105,1,3125.64779
-125,26,3125.680791
115,14,3125.698791
-94,4,3125.70379
-104,6,3125.710792
110,32,3125.746792
-89,3,3125.750791
-105,1,3125.752791
-65,16,3125.771808
82,19,3125.794805
-56,8,3125.805804
-106,9,3125.815804
-104,6,3125.822805
-89,3,3125.825805
-88,12,3125.840805
-42,19,3125.861804
-94,4,3125.866805
17,7,3125.874805
-88,13,3125.889805
-3,15,3125.907804
56,26,3125.936805
-105,1,3125.938805
-119,14,3125.953804
-94,4,3125.958805
-190,33,3125.994804
-111,21,3126.017805
-100,17,3126.036805
-105,1,3126.038804
-103,15,3126.054804
-96,7,3126.062804
-107,4,3126.067805
-105,1,3126.069805
-99,5,3126.074804
-99,5,3126.080804
-86,5,3126.086805
37,33,3126.122804
-86,9,3126.133941
-131,17,3126.151808
-94,4,3126.156809
112,12,3126.170804
-104,6,3126.177808
-81,4,3126.182808
-96,7,3126.190804
-89,3,3126.194805
-105,1,3126.195804
-96,11,3126.209804
-91,21,3126.233865
-102,3,3126.237804
-97,2,3126.239804
-124,10,3126.250945
-97,2,3126.253804
-90,15,3126.270804
-99,5,3126.276809
-30,20,3126.298805
-104,6,3126.305804
-102,3,3126.308808
133,31,3126.343805
-99,5,3126.349804
172,16,3126.368805
-89,3,3126.372805
-63,8,3126.381804
155,25,3126.409795
-107,4,3126.413805
-53,9,3126.425805
-88,12,3126.439804
-111,10,3126.450808
-105,1,3126.452805
122,29,3126.484805
-97,2,3126.486804
-97,2,3126.489805
-89,3,3126.493804
-58,10,3126.505804
-89,3,3126.509805
-63,24,3126.534805
49,31,3126.567805
-89,3,3126.571804
-76,7,3126.580804
-89,3,3126.584805
-105,1,3126.585804
-99,5,3126.591804
-118,18,3126.611805
-99,5,3126.617805
-97,2,3126.620804
-23,15,3126.639484
-105,1,3126.641489
-89,3,3126.645489
-68,8,3126.654485
-97,2,3126.657489
-91,6,3126.664485
-106,9,3126.674488
-105,1,3126.676489
-31,17,3126.695484
-153,26,3126.724485
-116,11,3126.736485
-89,3,3126.740485
4,7,3126.749486
-102,3,3126.753485
-105,1,3126.754485
-97,2,3126.757486
-94,4,3126.762485
-105,1,3126.763484
-97,2,3126.766484
-109,7,3126.774472
-105,1,3126.776485
-88,12,3126.790486
-97,2,3126.792485
-111,10,3126.804486
-117,13,3126.818485
190,15,3126.836485
-93,17,3126.857486
-91,6,3126.864485
-102,3,3126.868485
-105,1,3126.870485
-119,9,3126.880485
-94,4,3126.884486
-97,2,3126.887486
147,23,3126.913485
-105,1,3126.915486
-116,12,3126.928485
-111,10,3126.939486
-137,18,3126.958485
-99,5,3126.964485
-89,3,3126.968485
-101,19,3126.989486
-106,9,3126.998485
174,13,3127.014485
-109,7,3127.021485
-97,2,3127.024485
-91,6,3127.031485
-132,14,3127.046484
-105,1,3127.048485
-102,3,3127.051488
-85,14,3127.068489
116,29,3127.100618
-89,3,3127.104485
-106,9,3127.114485
-109,7,3127.122486
-13,13,3127.137489
-100,21,3127.162485
