#{"t_start": 1642059931.976555, "env_id": null}
r,l,t 
20,63,12067.756576
0,54,12067.918576
0,54,12068.108981
0,54,12068.289981
0,48,12068.455981
0,50,12068.624699
0,54,12068.800128
10,63,12069.013129
0,54,12069.19813
0,54,12069.372129
0,54,12069.563129
0,54,12069.741129
0,54,12069.912129
10,53,12070.079042
0,53,12070.250039
0,54,12070.440041
0,49,12070.598039
0,53,12070.77104
0,45,12070.91804
0,40,12071.048041
20,63,12071.245041
10,63,12071.466039
0,54,12071.636039
0,54,12071.82204
0,54,12071.995039
0,54,12072.188814
10,59,12072.392814
0,54,12072.567816
0,52,12072.761816
20,61,12072.957814
0,54,12073.142814
0,47,12073.306815
0,46,12073.467814
30,49,12073.621814
0,54,12073.801983
0,54,12074.005982
0,54,12074.232957
0,50,12074.413955
0,47,12074.601956
0,52,12074.803956
20,59,12074.993955
0,51,12075.167539
0,54,12075.339539
0,54,12075.523541
0,49,12075.679539
0,54,12075.854539
0,54,12076.03754
10,63,12076.254366
0,54,12076.439365
0,54,12076.620366
0,54,12076.790365
20,63,12077.003365
0,54,12077.182366
20,53,12077.362367
0,48,12077.530366
0,51,12077.700366
0,54,12077.874368
0,54,12078.046365
0,51,12078.209365
0,54,12078.388657
0,54,12078.574656
0,49,12078.729309
0,47,12078.878895
0,51,12079.057896
0,54,12079.233895
0,51,12079.398895
0,54,12079.583896
0,54,12079.759895
0,54,12079.937896
0,54,12080.120627
10,63,12080.320923
0,54,12080.502921
0,54,12080.679921
0,51,12080.837921
0,54,12081.007921
0,54,12081.189922
0,47,12081.333921
0,54,12081.512921
0,54,12081.67692
20,63,12081.877923
20,63,12082.088921
20,63,12082.295922
0,50,12082.462698
0,54,12082.649698
0,54,12082.818698
0,48,12082.980699
0,54,12083.161698
20,59,12083.352698
0,54,12083.529698
0,49,12083.688698
0,45,12083.833285
0,54,12084.021285
0,45,12084.164284
0,54,12084.343285
0,54,12084.518074
0,51,12084.692075
0,54,12084.853074
0,53,12085.014076
0,54,12085.192685
0,54,12085.380686
0,53,12085.553686
0,54,12085.731685
0,46,12085.885686
0,51,12086.058689
0,54,12086.230687
20,62,12086.437785
0,54,12086.613466
0,53,12086.783464
0,52,12086.951465
0,47,12087.118464
0,49,12087.282464
0,43,12087.431465
0,48,12087.583464
0,54,12087.764466
10,62,12087.954465
0,49,12088.121466
0,47,12088.279464
0,50,12088.444465
0,47,12088.586345
0,54,12088.765823
0,50,12088.925824
0,48,12089.081767
0,54,12089.264824
0,45,12089.438823
0,54,12089.625824
0,54,12089.797823
0,53,12089.964824
10,63,12090.17742
20,63,12090.38042
0,54,12090.551979
0,46,12090.704484
10,63,12090.911286
0,54,12091.082285
0,41,12091.217286
0,44,12091.361285
0,54,12091.553286
0,54,12091.717286
0,54,12091.888286
0,53,12092.058286
0,48,12092.217286
0,54,12092.396287
0,54,12092.571286
0,51,12092.740634
0,46,12092.886633
0,54,12093.069633
0,47,12093.211635
0,54,12093.382633
0,47,12093.548633
10,48,12093.709189
0,46,12093.849776
0,52,12094.012776
0,44,12094.154777
20,62,12094.368776
0,54,12094.55578
0,54,12094.738013
0,52,12094.911043
0,54,12095.084043
0,54,12095.276626
0,54,12095.455625
0,54,12095.628626
0,54,12095.792626
0,54,12095.973626
0,47,12096.131625
20,63,12096.333625
0,54,12096.514626
0,54,12096.683626
0,54,12096.853006
10,57,12097.039007
0,54,12097.217007
0,54,12097.391007
0,54,12097.576007
0,54,12097.764007
0,54,12097.940006
0,42,12098.071007
0,54,12098.249007
0,50,12098.417007
0,54,12098.592006
0,54,12098.758197
0,54,12098.941457
10,63,12099.144456
0,54,12099.332456
0,51,12099.513456
0,54,12099.675456
0,52,12099.845458
30,62,12100.073457
0,54,12100.244059
10,63,12100.474059
0,54,12100.64906
10,63,12100.855059
0,54,12101.034426
0,50,12101.190425
0,49,12101.350429
0,54,12101.529425
20,62,12101.726426
0,46,12101.877425
10,61,12102.077425
0,54,12102.254426
0,54,12102.432426
0,52,12102.591425
0,54,12102.771426
0,46,12102.918426
0,44,12103.067415
0,54,12103.249413
0,54,12103.431413
0,54,12103.61571
0,48,12103.770634
0,54,12103.940634
0,52,12104.114633
20,63,12104.323635
20,63,12104.541634
0,48,12104.693635
0,54,12104.864634
30,62,12105.071932
0,54,12105.241936
0,45,12105.384933
0,47,12105.562934
0,54,12105.745933
0,54,12105.911932
0,54,12106.083932
0,54,12106.268932
0,54,12106.447933
0,54,12106.621933
0,54,12106.800934
0,54,12106.987932
0,54,12107.170589
0,52,12107.33659
0,50,12107.49459
0,50,12107.667589
0,49,12107.826589
0,54,12107.993589
0,51,12108.168589
0,54,12108.357589
0,54,12108.54959
0,54,12108.724165
0,39,12108.839222
0,54,12109.016223
0,52,12109.185662
0,49,12109.347663
0,54,12109.531662
0,54,12109.700661
0,46,12109.852665
0,45,12110.005663
20,59,12110.200526
0,54,12110.377525
0,54,12110.575525
0,54,12110.784525
0,48,12110.933525
20,54,12111.114525
0,49,12111.269305
0,46,12111.418304
0,49,12111.577305
0,46,12111.723305
0,54,12111.904305
0,54,12112.081305
0,54,12112.266306
0,51,12112.446305
0,54,12112.625305
0,54,12112.790305
20,55,12112.972305
0,54,12113.155307
0,54,12113.323702
0,53,12113.501434
10,61,12113.708234
0,49,12113.87581
0,46,12114.025669
0,46,12114.17867
0,54,12114.347669
0,48,12114.51267
0,54,12114.68767
0,46,12114.83167
0,49,12114.99767
0,54,12115.177259
0,49,12115.323014
0,54,12115.521013
0,49,12115.678013
30,59,12115.876013
0,46,12116.023012
0,54,12116.193013
0,47,12116.345014
0,54,12116.527014
0,53,12116.700012
0,54,12116.880013
0,54,12117.048013
0,54,12117.236013
0,54,12117.413157
0,54,12117.603157
0,54,12117.772157
0,54,12117.947157
10,60,12118.143157
50,63,12118.351157
0,52,12118.534157
0,54,12118.706953
0,54,12118.885197
0,53,12119.048196
0,54,12119.226196
0,54,12119.419564
0,54,12119.588565
10,59,12119.779566
0,51,12119.948565
10,57,12120.132137
0,48,12120.286138
0,54,12120.475137
0,54,12120.648138
0,54,12120.829137
0,42,12120.964137
10,59,12121.161137
0,54,12121.327137
20,63,12121.535001
0,53,12121.701003
0,51,12121.869
0,54,12122.047002
0,47,12122.231002
0,54,12122.407001
0,54,12122.577001
0,54,12122.754001
0,48,12122.918001
0,54,12123.089001
0,47,12123.243001
0,47,12123.395001
0,52,12123.567856
0,48,12123.716419
0,52,12123.887665
0,48,12124.039665
0,53,12124.222664
0,38,12124.351665
0,50,12124.514665
20,63,12124.714665
0,54,12124.885665
0,54,12125.061666
0,47,12125.217429
0,54,12125.384432
0,54,12125.573395
0,54,12125.745394
20,63,12125.952394
0,54,12126.127394
0,54,12126.313395
0,54,12126.483395
0,48,12126.634394
0,50,12126.801395
0,52,12126.972395
0,47,12127.124394
0,54,12127.301395
0,49,12127.464394
0,54,12127.649099
0,54,12127.817099
0,54,12128.0011
0,54,12128.1761
0,46,12128.3341
0,51,12128.520099
0,54,12128.693697
0,45,12128.841278
0,54,12129.028278
30,63,12129.233278
0,54,12129.430278
0,54,12129.599278
0,54,12129.781681
0,54,12129.955681
0,54,12130.133683
0,47,12130.28668
0,54,12130.46768
0,54,12130.647681
0,54,12130.820681
0,54,12131.005681
0,50,12131.170682
20,61,12131.375681
0,54,12131.545681
0,54,12131.728049
0,54,12131.902828
0,54,12132.075828
0,54,12132.242828
0,48,12132.389828
0,54,12132.577828
0,54,12132.743828
0,54,12132.919828
0,54,12133.088829
0,52,12133.266828
0,54,12133.455827
0,47,12133.603829
0,54,12133.779624
0,54,12133.944728
0,54,12134.126728
0,49,12134.286728
0,46,12134.439728
0,54,12134.617729
0,54,12134.791729
0,50,12134.948728
0,54,12135.129047
0,54,12135.304046
0,54,12135.493046
0,36,12135.613046
0,52,12135.777045
10,63,12135.970848
0,41,12136.117848
0,54,12136.288848
0,54,12136.477848
0,52,12136.654848
0,48,12136.813849
0,54,12136.981849
0,54,12137.157848
30,51,12137.319848
0,46,12137.473848
0,54,12137.642848
20,63,12137.856848
0,54,12138.040081
0,50,12138.195081
0,54,12138.375082
20,63,12138.584082
0,54,12138.768226
0,54,12138.939225
0,54,12139.136226
0,43,12139.274225
0,54,12139.456225
0,53,12139.627226
0,50,12139.797226
0,53,12139.965582
0,42,12140.10514
0,53,12140.279138
0,54,12140.446139
0,54,12140.61914
0,49,12140.773139
10,60,12140.962138
10,58,12141.158139
0,54,12141.326138
0,54,12141.513139
0,50,12141.676139
0,48,12141.833139
0,54,12142.015967
0,54,12142.231751
0,54,12142.407753
0,54,12142.584752
0,47,12142.743752
0,46,12142.887751
0,54,12143.062752
0,45,12143.206752
0,46,12143.357752
0,51,12143.527752
0,54,12143.708335
0,46,12143.855055
0,54,12144.03066
0,52,12144.199809
0,49,12144.35681
0,54,12144.53581
0,47,12144.68181
0,54,12144.869809
0,48,12145.02281
0,49,12145.185369
0,54,12145.36137
0,54,12145.551369
0,51,12145.713368
20,60,12145.914368
0,49,12146.072958
0,54,12146.258009
0,54,12146.43701
20,62,12146.65101
0,50,12146.821009
0,54,12147.013009
0,46,12147.173009
0,53,12147.354009
0,54,12147.590009
0,54,12147.782009
0,54,12147.967009
0,47,12148.129009
0,54,12148.320977
0,51,12148.563979
0,54,12148.746534
0,42,12148.88818
0,54,12149.05818
0,54,12149.25418
0,54,12149.43118
0,43,12149.574179
20,63,12149.794179
0,47,12149.95218
0,54,12150.129802
0,47,12150.303443
0,48,12150.49744
0,50,12150.679446
0,54,12150.894439
0,54,12151.064442
0,48,12151.21444
0,54,12151.395439
0,54,12151.573439
0,53,12151.75044
0,54,12151.92344
0,54,12152.10844
0,54,12152.275557
0,50,12152.443762
0,54,12152.614761
20,54,12152.798762
0,50,12152.95276
0,54,12153.13376
0,54,12153.30476
0,54,12153.502761
0,54,12153.665048
0,54,12153.843196
10,51,12153.998196
0,54,12154.188196
20,63,12154.396224
20,62,12154.593225
0,47,12154.739224
0,45,12154.886225
0,54,12155.059224
0,43,12155.195168
0,47,12155.34717
0,44,12155.490167
0,44,12155.631167
0,48,12155.790167
20,62,12156.000168
0,54,12156.181168
0,53,12156.354167
0,54,12156.539339
0,49,12156.694339
0,50,12156.86134
0,54,12157.033339
0,54,12157.20834
0,54,12157.381339
0,54,12157.578341
0,54,12157.75034
0,54,12157.935342
0,49,12158.090339
0,54,12158.283339
0,52,12158.454339
0,47,12158.60309
0,54,12158.778784
0,43,12158.920784
0,42,12159.057784
20,57,12159.241784
0,53,12159.417785
0,54,12159.602784
0,48,12159.753784
20,56,12159.935785
0,54,12160.108435
0,54,12160.292435
0,50,12160.452434
0,53,12160.622897
0,47,12160.766897
20,63,12160.981897
20,63,12161.185897
0,54,12161.363897
0,54,12161.547897
0,54,12161.717898
0,54,12161.888897
0,54,12162.059897
20,63,12162.269897
0,54,12162.465898
0,48,12162.623719
0,52,12162.795719
0,52,12162.967719
0,47,12163.114718
0,54,12163.289718
0,40,12163.429718
0,48,12163.584719
0,49,12163.748333
10,52,12163.909997
0,54,12164.086998
0,50,12164.242996
0,54,12164.435998
0,48,12164.585997
0,48,12164.744299
0,54,12164.915299
0,54,12165.099883
0,54,12165.268885
0,52,12165.434883
0,54,12165.615883
0,46,12165.765883
10,63,12165.969883
0,54,12166.144882
0,54,12166.320884
0,54,12166.503882
0,54,12166.68211
0,54,12166.8434
0,47,12166.999401
0,54,12167.1844
20,63,12167.382399
0,47,12167.547403
0,54,12167.725399
0,54,12167.908399
0,54,12168.087399
0,47,12168.230399
0,50,12168.387399
0,54,12168.570399
0,54,12168.740598
10,63,12168.947599
10,63,12169.148601
0,48,12169.312599
0,48,12169.493599
0,54,12169.6736
0,47,12169.833599
0,54,12170.012599
0,54,12170.18982
20,57,12170.373819
10,63,12170.588821
0,54,12170.76082
0,54,12170.941596
0,47,12171.090597
0,54,12171.270596
0,49,12171.434597
0,54,12171.612597
0,47,12171.765596
0,52,12171.938596
0,51,12172.110598
0,54,12172.282597
0,46,12172.432596
0,54,12172.612597
0,46,12172.768596
10,63,12172.98449
0,54,12173.15749
0,54,12173.339489
10,62,12173.544059
0,48,12173.694833
0,54,12173.872411
0,42,12174.001411
0,54,12174.192412
0,54,12174.380412
0,54,12174.565413
20,63,12174.766412
20,56,12174.95051
0,50,12175.114139
0,54,12175.29814
0,47,12175.458138
0,54,12175.644139
0,43,12175.781139
0,49,12175.93014
0,54,12176.102138
0,54,12176.290138
0,46,12176.438138
20,51,12176.611139
0,54,12176.783139
0,46,12176.956589
0,54,12177.135589
0,54,12177.307589
0,47,12177.465588
0,54,12177.644589
0,54,12177.819587
0,54,12177.991589
10,56,12178.172414
0,54,12178.361413
0,51,12178.544414
0,54,12178.720534
0,54,12178.901094
0,54,12179.078906
0,54,12179.257906
0,54,12179.436907
0,54,12179.631907
0,50,12179.829907
0,54,12180.025907
20,63,12180.246706
0,54,12180.441707
0,54,12180.619706
0,50,12180.789706
0,54,12180.96571
0,54,12181.140239
0,54,12181.316243
20,56,12181.522239
10,63,12181.771241
0,54,12181.98024
20,63,12182.189239
30,51,12182.35624
0,47,12182.51924
10,63,12182.721239
0,54,12182.898243
0,54,12183.087241
0,52,12183.252024
0,47,12183.397024
0,54,12183.591023
0,46,12183.729656
0,52,12183.894221
0,54,12184.071222
30,48,12184.233222
0,54,12184.402222
0,46,12184.554223
0,51,12184.729223
0,54,12184.901222
0,54,12185.109807
0,54,12185.314217
0,54,12185.553217
0,54,12185.762216
20,56,12185.986216
0,54,12186.194217
0,51,12186.389216
0,54,12186.634217
20,61,12186.868216
0,44,12187.042217
20,49,12187.236978
0,54,12187.455978
0,47,12187.635979
0,48,12187.822978
0,54,12188.056978
0,54,12188.270979
10,58,12188.509978
0,54,12188.718544
20,61,12188.944835
0,54,12189.163835
0,49,12189.344775
0,54,12189.542773
0,47,12189.748774
0,45,12189.934773
0,54,12190.156364
0,54,12190.362365
0,54,12190.586365
0,54,12190.831364
0,54,12191.040364
0,54,12191.26486
0,54,12191.493473
0,54,12191.714473
0,54,12191.934474
0,46,12192.129473
0,39,12192.283473
0,54,12192.499473
20,63,12192.736473
20,63,12192.974473
0,50,12193.164473
0,53,12193.386876
0,49,12193.578876
0,54,12193.796049
0,54,12194.008048
0,54,12194.250047
10,62,12194.522047
0,46,12194.706047
0,54,12194.954048
0,54,12195.187734
0,54,12195.396721
0,54,12195.609721
0,54,12195.833721
20,63,12196.090721
0,54,12196.298721
0,49,12196.498721
0,52,12196.681721
0,54,12196.952721
0,54,12197.151721
0,54,12197.371499
0,54,12197.593499
0,46,12197.8165
0,49,12198.007499
0,54,12198.224499
0,43,12198.386499
20,63,12198.674662
0,45,12198.842662
0,54,12199.072662
0,54,12199.282662
0,54,12199.513974
0,50,12199.738974
0,48,12199.924974
0,54,12200.148952
0,50,12200.367954
0,45,12200.562953
0,54,12200.768952
0,47,12200.959953
20,63,12201.227954
0,54,12201.435922
0,43,12201.603922
0,51,12201.822922
0,54,12202.020922
10,63,12202.280921
0,53,12202.497921
0,54,12202.717922
0,54,12202.930923
0,50,12203.137923
20,63,12203.40957
0,54,12203.640264
0,54,12203.844201
0,46,12204.029202
20,63,12204.301201
0,48,12204.479201
0,50,12204.691202
0,54,12204.902202
0,54,12205.106759
0,48,12205.305759
0,54,12205.548559
0,54,12205.749559
0,46,12205.925563
0,54,12206.151559
0,49,12206.375559
0,54,12206.601559
0,45,12206.768559
20,63,12207.011559
0,54,12207.247558
0,54,12207.457133
0,54,12207.671273
0,54,12207.865273
0,48,12208.082273
20,50,12208.294272
0,54,12208.523272
0,54,12208.721839
0,54,12208.93584
0,54,12209.143839
0,54,12209.39284
0,54,12209.624575
0,45,12209.822576
0,41,12209.995575
0,53,12210.216866
0,54,12210.422867
0,54,12210.631866
0,54,12210.880866
0,46,12211.057866
0,54,12211.280868
0,54,12211.525659
0,54,12211.751391
0,53,12211.982392
0,44,12212.158393
0,51,12212.406393
20,63,12212.630391
0,43,12212.784392
0,54,12213.026395
0,47,12213.177392
0,54,12213.331394
0,54,12213.473392
0,54,12213.647453
0,54,12213.775453
0,54,12213.913454
0,54,12214.063452
0,54,12214.206454
0,54,12214.344453
0,54,12214.467453
0,54,12214.603455
0,54,12214.737453
0,54,12214.843453
0,54,12214.953454
0,54,12215.069025
0,54,12215.179025
0,54,12215.296026
0,54,12215.418024
0,54,12215.534025
0,54,12215.645702
0,50,12215.826145
0,50,12215.996145
20,63,12216.216146
0,53,12216.446146
0,54,12216.632145
0,52,12216.799145
0,54,12216.971145
0,47,12217.125145
0,54,12217.316145
0,54,12217.488146
0,44,12217.625145
0,45,12217.767023
0,54,12217.945022
0,54,12218.120022
0,54,12218.299022
0,50,12218.457023
0,47,12218.636185
0,54,12218.837187
0,54,12219.050187
0,54,12219.265186
0,54,12219.496185
0,54,12219.734186
0,54,12219.961164
0,54,12220.198749
0,51,12220.408751
0,45,12220.59975
0,54,12220.820749
0,50,12221.03175
0,54,12221.270749
0,54,12221.49775
0,53,12221.714749
20,63,12221.969324
0,46,12222.151322
0,54,12222.361321
0,46,12222.538321
0,54,12222.748323
0,48,12222.951322
10,62,12223.197322
0,54,12223.374322
0,54,12223.559321
0,54,12223.740412
20,57,12223.928175
0,54,12224.102175
0,54,12224.282177
0,47,12224.449176
0,54,12224.614175
0,54,12224.796176
0,38,12224.908175
0,54,12225.105793
10,63,12225.301792
0,54,12225.486793
0,54,12225.652793
20,61,12225.851447
0,48,12226.010713
0,47,12226.159712
0,54,12226.341713
0,54,12226.529714
0,54,12226.716713
0,51,12226.885713
0,53,12227.065712
0,54,12227.240714
0,54,12227.428713
0,52,12227.598713
0,45,12227.746714
0,44,12227.896713
0,54,12228.099611
0,54,12228.26561
0,54,12228.452612
0,54,12228.626173
0,54,12228.807173
0,48,12228.958173
0,54,12229.182174
0,54,12229.414172
0,54,12229.630172
0,54,12229.864173
0,54,12230.095574
0,54,12230.326574
0,50,12230.528574
0,49,12230.717574
0,54,12230.916575
0,54,12231.128574
0,54,12231.339573
0,54,12231.556575
0,54,12231.753573
0,54,12231.959687
0,52,12232.187988
0,50,12232.38099
20,55,12232.600989
0,54,12232.826988
0,54,12233.05699
0,52,12233.263988
0,54,12233.479397
0,49,12233.690077
0,46,12233.869077
0,51,12234.098732
0,48,12234.28473
0,47,12234.47173
0,52,12234.67373
0,54,12234.87773
0,54,12235.084149
0,54,12235.289149
0,54,12235.51115
0,54,12235.715149
20,56,12235.940149
0,54,12236.151396
0,51,12236.351395
0,54,12236.557396
0,54,12236.779396
0,50,12236.974397
0,47,12237.146395
0,48,12237.354396
0,54,12237.587395
0,54,12237.818395
0,54,12238.035395
0,48,12238.231422
0,54,12238.451423
0,54,12238.671006
0,46,12238.867207
0,54,12239.102206
30,63,12239.392205
0,54,12239.602205
0,49,12239.781208
0,54,12239.999207
0,54,12240.209114
10,60,12240.446113
0,54,12240.626113
0,48,12240.789113
0,54,12240.964113
0,46,12241.126113
0,52,12241.296113
20,61,12241.506113
0,48,12241.657113
0,47,12241.817113
0,47,12241.970114
0,54,12242.140113
0,50,12242.300327
0,46,12242.452326
0,54,12242.634326
0,47,12242.775325
0,54,12242.952326
0,54,12243.134326
0,51,12243.300325
0,54,12243.482327
0,54,12243.650583
20,57,12243.841228
0,54,12244.015226
0,48,12244.17977
0,49,12244.333023
0,54,12244.518024
0,54,12244.682022
0,47,12244.837022
0,54,12245.025022
0,50,12245.196604
0,54,12245.364603
20,61,12245.579604
0,49,12245.736604
0,54,12245.906603
0,54,12246.108604
0,54,12246.279906
10,58,12246.477904
0,51,12246.649904
10,63,12246.850904
0,54,12247.030904
0,54,12247.219903
0,54,12247.429904
10,63,12247.638905
0,54,12247.808903
0,54,12247.989903
0,54,12248.188904
0,47,12248.347875
0,46,12248.497829
20,63,12248.71083
0,47,12248.870403
0,54,12249.031402
0,54,12249.213404
0,54,12249.381403
0,49,12249.559403
0,54,12249.727403
0,40,12249.850403
0,47,12249.992403
0,54,12250.172973
0,54,12250.349972
0,44,12250.506802
0,46,12250.653802
0,54,12250.837803
20,63,12251.045801
0,46,12251.194802
0,54,12251.372802
20,63,12251.580801
0,51,12251.754802
0,54,12251.933802
0,54,12252.104801
30,61,12252.303801
0,52,12252.473666
0,54,12252.645679
0,54,12252.820677
0,54,12253.010677
0,44,12253.157679
0,54,12253.333677
0,54,12253.518677
0,54,12253.693854
0,48,12253.857533
0,49,12254.017531
10,57,12254.208531
0,54,12254.389531
20,57,12254.597708
20,63,12254.795709
0,51,12254.967709
0,54,12255.148406
30,63,12255.345403
10,63,12255.552404
10,61,12255.741405
0,52,12255.920405
0,53,12256.098405
0,54,12256.277404
20,63,12256.492405
0,42,12256.628578
0,54,12256.79958
20,63,12257.004578
0,54,12257.18058
0,49,12257.335578
0,51,12257.496579
0,54,12257.673579
0,51,12257.832578
0,54,12258.009578
0,48,12258.18558
0,50,12258.337579
0,54,12258.520579
0,54,12258.70643
0,54,12258.90501
0,50,12259.066009
0,54,12259.252009
20,62,12259.486009
10,63,12259.725009
0,54,12259.923009
0,54,12260.100906
0,54,12260.292905
0,54,12260.465906
0,54,12260.649468
0,54,12260.81817
0,54,12261.00417
0,51,12261.16917
0,48,12261.32717
0,54,12261.512171
0,54,12261.695174
0,54,12261.87317
0,54,12262.04817
0,54,12262.23717
0,54,12262.437172
0,54,12262.67817
0,47,12262.84243
0,53,12263.010427
0,54,12263.188428
0,48,12263.356427
0,54,12263.535428
10,63,12263.745885
0,54,12263.922884
0,53,12264.090886
0,47,12264.250885
0,46,12264.393886
0,50,12264.571885
0,53,12264.741885
20,57,12264.929221
0,54,12265.107056
0,50,12265.284056
0,54,12265.463054
0,41,12265.597055
0,54,12265.777054
0,54,12265.952055
20,58,12266.144055
0,51,12266.318054
0,54,12266.485054
0,51,12266.657054
0,44,12266.801055
0,54,12266.973004
0,54,12267.155004
0,48,12267.313005
0,54,12267.497004
0,46,12267.649005
0,48,12267.802005
0,54,12267.976005
20,63,12268.187006
0,50,12268.349005
0,53,12268.522004
0,49,12268.687568
0,54,12268.868942
0,46,12269.017149
0,49,12269.175149
0,54,12269.36015
20,57,12269.55115
0,52,12269.71815
0,40,12269.848149
0,52,12270.02215
0,54,12270.1988
0,46,12270.341799
0,54,12270.5338
0,49,12270.6998
0,41,12270.835799
0,51,12271.01103
0,54,12271.18203
10,55,12271.400031
0,51,12271.65003
0,54,12271.87003
0,52,12272.100031
0,54,12272.326032
0,54,12272.54003
0,46,12272.752031
0,54,12272.949031
0,48,12273.16155
0,54,12273.342548
0,54,12273.517546
0,46,12273.678691
0,49,12273.835265
0,54,12274.014265
0,54,12274.203265
0,54,12274.385266
0,54,12274.576264
0,53,12274.754264
0,54,12274.932265
20,63,12275.141123
0,54,12275.313122
0,49,12275.476123
0,54,12275.657123
0,54,12275.827122
0,52,12275.999122
20,60,12276.197122
0,54,12276.366122
10,61,12276.567123
0,49,12276.725122
20,63,12276.940122
0,54,12277.120792
0,53,12277.286792
0,54,12277.47279
0,54,12277.65679
0,54,12277.82979
0,50,12277.99679
20,60,12278.20679
0,54,12278.373791
0,48,12278.53279
20,59,12278.723269
20,63,12278.931898
0,54,12279.111898
0,54,12279.295226
0,54,12279.473226
10,58,12279.675225
0,54,12279.849226
0,54,12280.031226
0,50,12280.197853
10,63,12280.417852
0,50,12280.588854
0,54,12280.766852
20,55,12280.943852
0,54,12281.118852
0,48,12281.272695
0,51,12281.442694
0,47,12281.596694
0,54,12281.773694
0,54,12281.950694
0,54,12282.121694
0,47,12282.265693
20,59,12282.465694
20,63,12282.672694
0,46,12282.813693
0,51,12282.980696
0,54,12283.168694
0,47,12283.324452
0,48,12283.482451
0,43,12283.633056
0,53,12283.84776
0,53,12284.043759
0,54,12284.260759
0,54,12284.464759
0,54,12284.684759
0,54,12284.886759
0,47,12285.110859
0,53,12285.314663
0,54,12285.568664
0,54,12285.770663
0,54,12285.973663
0,54,12286.189663
0,54,12286.414662
0,48,12286.629663
0,54,12286.843472
0,54,12287.056473
0,54,12287.262472
0,52,12287.468684
90,58,12287.712684
0,54,12287.913684
0,48,12288.120684
0,54,12288.299685
20,59,12288.488685
0,54,12288.66135
0,54,12288.847011
0,54,12289.009011
0,54,12289.186011
0,54,12289.366694
0,54,12289.560694
10,55,12289.734692
0,48,12289.888692
0,54,12290.066299
0,54,12290.250299
0,48,12290.411298
20,57,12290.601299
0,54,12290.7923
0,54,12291.040303
0,54,12291.2673
0,54,12291.521703
0,54,12291.743703
0,47,12291.948704
20,63,12292.229705
0,54,12292.452703
30,63,12292.734703
0,54,12292.963703
0,54,12293.205705
0,46,12293.395676
10,61,12293.671721
0,54,12293.893462
0,46,12294.122461
0,50,12294.31646
0,46,12294.526461
0,48,12294.749461
10,63,12295.01846
0,54,12295.239045
10,54,12295.465897
0,46,12295.676897
0,46,12295.864897
0,51,12296.068899
0,46,12296.271897
0,50,12296.473897
0,54,12296.688897
0,54,12296.928898
0,49,12297.161897
0,54,12297.394896
0,47,12297.5927
0,54,12297.8067
0,54,12298.0417
0,54,12298.281699
0,54,12298.476699
0,52,12298.642791
0,54,12298.815346
10,63,12299.033347
0,54,12299.212348
0,54,12299.388346
0,46,12299.542781
0,44,12299.690782
0,54,12299.863783
0,54,12300.031781
0,54,12300.214371
0,47,12300.369374
0,49,12300.526371
0,46,12300.664371
0,54,12300.847371
20,53,12301.02137
0,43,12301.16537
0,54,12301.332372
0,48,12301.49537
0,54,12301.682778
0,39,12301.805778
0,54,12301.977779
0,54,12302.159778
0,54,12302.334778
0,49,12302.505778
0,44,12302.642778
0,54,12302.813778
0,54,12302.991779
0,54,12303.168778
0,54,12303.339778
0,54,12303.528778
0,48,12303.699581
0,43,12303.838197
0,54,12304.015196
0,54,12304.195196
0,53,12304.373196
30,63,12304.584197
0,54,12304.756196
0,51,12304.924197
0,47,12305.083277
0,54,12305.246275
0,52,12305.423279
0,45,12305.574275
0,54,12305.758884
20,63,12305.964885
0,41,12306.097885
0,41,12306.233885
0,54,12306.414884
0,49,12306.567884
0,54,12306.777887
0,54,12306.976885
0,39,12307.131884
0,54,12307.324886
0,54,12307.549886
0,53,12307.750794
0,45,12307.902797
0,52,12308.069794
0,54,12308.263799
0,50,12308.451796
0,54,12308.644671
0,48,12308.809229
0,41,12308.948227
0,47,12309.113227
0,54,12309.301228
0,47,12309.471229
20,56,12309.659228
0,54,12309.841174
0,54,12310.027173
0,52,12310.204769
0,54,12310.383772
0,50,12310.558771
0,54,12310.75077
0,54,12310.97577
0,54,12311.150771
0,53,12311.323771
0,47,12311.48577
10,63,12311.693769
0,47,12311.849537
0,54,12312.012536
20,56,12312.202537
0,54,12312.382536
0,53,12312.559536
0,51,12312.721536
20,57,12312.908536
0,54,12313.088537
0,50,12313.243537
0,53,12313.428536
0,54,12313.606535
0,54,12313.774659
0,54,12313.953875
10,59,12314.151876
0,54,12314.324874
20,63,12314.536875
0,49,12314.682877
20,55,12314.860875
0,54,12315.035875
0,50,12315.196058
0,54,12315.368058
30,63,12315.582058
0,48,12315.735059
0,54,12315.913857
0,42,12316.057077
0,54,12316.252077
0,46,12316.411077
0,50,12316.592077
0,54,12316.770077
0,46,12316.924077
0,54,12317.098077
0,54,12317.288077
0,54,12317.464077
0,54,12317.641077
0,46,12317.791077
0,54,12317.973584
0,54,12318.148584
0,54,12318.328585
0,46,12318.48359
20,58,12318.685441
0,54,12318.851073
0,49,12319.004072
0,54,12319.191072
0,54,12319.362073
0,47,12319.531072
0,54,12319.708073
0,54,12319.893074
20,52,12320.0668
0,44,12320.212801
0,54,12320.386801
0,46,12320.5478
0,46,12320.703801
0,47,12320.8468
0,47,12320.9988
0,54,12321.191801
0,52,12321.3718
0,47,12321.5318
0,50,12321.692801
0,54,12321.8758
0,54,12322.061801
