#{"t_start": 1642059931.976555, "env_id": null}
r,l,t 
0,54,5366.519264
10,55,5366.699265
0,54,5366.862507
0,52,5367.025509
0,41,5367.162507
0,54,5367.348507
20,63,5367.555508
0,53,5367.716508
0,54,5367.880508
0,54,5368.061507
0,51,5368.222509
20,63,5368.418507
0,43,5368.553508
0,54,5368.733085
0,38,5368.849324
0,52,5369.016194
0,51,5369.178194
0,46,5369.322193
10,63,5369.525192
0,50,5369.683193
0,51,5369.833192
0,54,5370.012193
0,44,5370.155863
0,54,5370.319862
0,54,5370.501862
50,62,5370.734862
0,46,5370.905862
0,40,5371.066496
20,57,5371.294495
0,48,5371.467496
0,41,5371.594495
0,47,5371.740496
0,50,5371.901495
0,54,5372.071496
0,52,5372.231495
0,51,5372.404495
0,51,5372.567495
0,54,5372.734496
0,39,5372.853496
0,54,5373.018743
0,54,5373.194741
0,47,5373.351741
0,54,5373.519742
0,54,5373.689599
0,54,5373.859162
0,54,5374.034162
20,60,5374.226163
0,47,5374.368168
0,50,5374.534162
0,54,5374.703162
0,46,5374.850162
0,54,5375.014338
0,48,5375.178836
0,54,5375.359837
0,54,5375.541837
0,49,5375.701836
0,40,5375.831836
0,49,5375.989837
0,54,5376.151836
0,46,5376.296836
0,54,5376.464837
0,54,5376.646836
0,54,5376.813836
0,54,5376.986837
0,47,5377.134389
0,41,5377.26839
0,54,5377.44639
0,54,5377.621389
0,54,5377.786389
20,56,5377.985388
0,54,5378.163389
20,63,5378.365389
0,52,5378.53939
20,61,5378.750621
20,63,5378.961632
0,51,5379.121198
0,47,5379.278495
30,59,5379.515494
0,54,5379.715496
10,63,5379.928493
0,49,5380.091145
0,48,5380.274147
40,61,5380.491148
0,49,5380.669146
0,46,5380.818149
20,56,5381.010147
0,52,5381.184074
10,56,5381.366699
0,54,5381.541699
0,54,5381.7207
20,55,5381.901699
0,54,5382.085701
0,54,5382.262698
0,47,5382.414698
0,54,5382.603701
0,53,5382.8307
0,50,5383.018699
0,54,5383.208192
10,63,5383.400535
0,46,5383.553534
0,54,5383.715554
0,54,5383.896404
0,53,5384.061404
20,63,5384.265404
0,52,5384.427405
40,60,5384.632406
40,58,5384.813404
0,54,5384.983404
0,51,5385.152026
0,54,5385.320423
0,46,5385.481423
0,54,5385.659423
0,54,5385.830424
0,54,5386.008425
0,54,5386.196424
0,48,5386.353424
30,63,5386.551425
0,53,5386.731426
10,63,5386.928423
0,46,5387.071423
0,54,5387.234423
0,47,5387.386805
0,54,5387.574806
0,54,5387.736805
20,63,5387.937805
0,51,5388.111807
0,54,5388.276805
0,49,5388.429805
0,54,5388.601805
0,54,5388.770413
0,48,5388.926412
0,54,5389.099413
0,52,5389.265413
0,53,5389.454165
0,51,5389.614166
0,53,5389.779166
0,54,5389.956166
0,50,5390.118149
0,52,5390.278146
0,54,5390.449147
0,54,5390.645146
30,63,5390.845147
0,48,5390.998147
0,46,5391.143146
20,63,5391.351146
0,50,5391.527906
0,46,5391.661905
0,51,5391.824906
0,54,5391.992906
0,54,5392.174905
0,49,5392.327904
0,52,5392.485907
0,39,5392.613904
0,54,5392.783904
10,63,5392.981905
0,47,5393.129905
0,54,5393.289905
0,49,5393.460634
0,47,5393.602633
0,43,5393.746228
0,54,5393.91515
0,46,5394.060149
0,39,5394.186151
0,49,5394.335149
0,54,5394.51415
0,47,5394.666149
0,46,5394.811149
20,63,5395.010149
10,63,5395.207177
0,47,5395.370179
0,43,5395.52326
0,54,5395.683352
0,50,5395.844352
0,46,5395.992352
0,54,5396.163353
0,54,5396.333352
0,48,5396.481353
0,49,5396.655354
0,46,5396.793352
0,51,5396.951353
0,54,5397.123354
0,43,5397.271353
0,54,5397.451351
0,54,5397.61263
0,46,5397.758631
0,41,5397.888631
0,54,5398.06163
0,46,5398.215631
0,54,5398.381629
0,51,5398.547629
0,52,5398.708215
0,47,5398.855621
0,54,5399.018622
0,54,5399.194619
0,47,5399.34162
0,53,5399.51362
0,50,5399.66486
0,42,5399.807861
0,47,5399.953861
0,51,5400.106582
0,54,5400.315582
0,46,5400.467583
0,54,5400.642582
0,46,5400.785583
0,54,5400.954583
0,54,5401.126582
0,54,5401.296584
0,50,5401.450582
20,63,5401.647785
0,48,5401.805785
0,46,5401.953785
0,47,5402.096785
0,54,5402.271787
0,47,5402.431785
20,63,5402.623785
30,54,5402.795785
0,51,5402.961787
0,48,5403.120785
0,54,5403.287787
0,54,5403.461784
0,54,5403.62843
0,54,5403.804801
0,54,5403.965799
0,52,5404.136799
0,54,5404.3048
0,54,5404.486799
0,54,5404.664801
0,54,5404.8268
0,49,5404.9878
0,49,5405.173398
0,54,5405.339397
0,54,5405.522398
0,54,5405.692398
0,48,5405.849991
0,54,5406.021991
0,54,5406.196991
0,54,5406.367992
0,54,5406.537992
0,52,5406.701991
0,54,5406.867992
20,58,5407.050992
0,49,5407.217992
20,58,5407.41099
0,51,5407.577993
0,54,5407.743991
0,54,5407.923654
0,52,5408.082654
0,54,5408.242654
0,54,5408.413653
0,54,5408.586653
0,54,5408.761913
10,63,5408.957912
0,52,5409.135913
0,51,5409.304913
0,50,5409.465914
0,54,5409.632914
0,54,5409.81301
0,48,5409.966136
0,45,5410.109689
0,47,5410.26769
20,63,5410.47369
0,48,5410.630689
0,40,5410.76569
10,59,5410.960689
0,47,5411.133692
0,52,5411.303691
0,53,5411.508691
20,63,5411.725689
0,47,5411.874334
0,49,5412.052072
0,53,5412.223073
20,60,5412.425073
0,51,5412.595071
0,53,5412.770072
0,54,5412.947073
0,54,5413.116071
0,54,5413.306073
0,54,5413.495072
0,54,5413.676121
30,56,5413.859836
0,43,5413.98924
0,54,5414.177241
0,54,5414.350241
0,54,5414.53524
0,51,5414.70524
0,53,5414.877241
0,54,5415.083835
0,54,5415.273828
0,54,5415.450827
0,46,5415.604828
0,52,5415.767827
20,63,5415.968428
0,54,5416.130711
0,54,5416.304712
0,54,5416.469711
0,42,5416.606711
0,54,5416.774712
0,54,5416.951712
0,54,5417.122712
0,54,5417.294713
20,63,5417.490711
0,52,5417.656712
0,48,5417.807712
0,54,5417.986712
0,46,5418.131596
0,54,5418.308597
0,54,5418.477597
0,51,5418.641184
0,54,5418.816731
0,53,5418.98173
0,48,5419.135731
50,59,5419.322731
0,54,5419.491731
0,54,5419.660732
0,48,5419.813731
20,63,5420.004731
0,53,5420.175737
0,53,5420.340737
0,54,5420.523737
0,54,5420.700737
0,54,5420.866738
20,56,5421.047737
0,54,5421.219737
0,54,5421.381737
20,55,5421.558737
0,46,5421.710737
20,63,5421.898737
0,46,5422.043738
0,54,5422.211864
0,54,5422.388863
0,54,5422.556864
0,48,5422.702864
0,54,5422.875863
0,53,5423.046863
20,63,5423.243865
0,54,5423.410863
0,54,5423.586863
0,51,5423.752038
0,48,5423.90704
0,51,5424.068038
0,53,5424.241645
0,54,5424.408449
0,46,5424.555449
0,54,5424.727449
0,54,5424.896449
0,47,5425.042451
0,54,5425.215016
0,54,5425.387015
0,51,5425.547015
0,48,5425.706014
0,48,5425.859014
0,47,5426.008014
10,63,5426.211015
0,54,5426.384805
0,49,5426.545805
0,48,5426.696805
0,50,5426.862806
0,54,5427.031806
0,54,5427.204805
0,41,5427.333805
20,61,5427.532805
0,54,5427.709805
0,47,5427.857806
0,54,5428.020805
10,63,5428.216805
0,54,5428.384291
0,51,5428.556293
0,43,5428.724883
0,51,5428.889472
0,50,5429.054472
0,54,5429.225473
10,63,5429.421472
0,54,5429.591471
0,53,5429.755472
0,43,5429.891473
0,50,5430.043473
0,54,5430.214067
0,46,5430.359642
0,50,5430.52232
0,52,5430.686319
0,53,5430.85432
0,52,5431.02132
0,50,5431.18732
0,54,5431.356319
0,54,5431.545322
0,40,5431.67532
30,63,5431.86632
0,47,5432.01932
0,52,5432.178321
0,46,5432.33232
0,54,5432.497202
0,50,5432.660203
20,63,5432.842202
0,42,5432.982082
0,54,5433.158082
0,54,5433.325082
0,41,5433.488081
0,46,5433.682679
0,50,5433.889481
20,52,5434.109481
0,54,5434.333481
0,54,5434.552225
0,52,5434.773224
20,63,5435.028224
0,47,5435.205324
0,54,5435.404325
0,54,5435.583325
0,54,5435.749325
0,54,5435.921325
0,54,5436.093325
0,54,5436.262326
0,54,5436.441325
0,54,5436.611995
0,53,5436.780993
0,54,5436.943992
0,40,5437.069994
0,48,5437.216992
0,51,5437.383993
0,54,5437.575994
0,54,5437.737993
0,48,5437.884993
0,54,5438.069993
0,46,5438.211993
0,39,5438.338993
10,59,5438.527749
0,46,5438.673093
0,52,5438.832659
0,48,5438.983659
20,63,5439.18066
0,54,5439.360659
0,54,5439.538659
20,48,5439.691659
0,50,5439.842659
0,54,5440.024659
0,54,5440.198253
0,54,5440.373252
20,57,5440.554293
0,54,5440.727486
0,54,5440.893486
0,54,5441.062486
0,54,5441.233285
10,63,5441.453285
0,54,5441.623285
0,46,5441.766285
0,53,5441.933286
0,51,5442.100286
0,54,5442.265285
0,54,5442.439285
0,54,5442.616263
0,48,5442.778064
0,54,5442.957064
0,54,5443.132064
110,72,5443.366064
0,54,5443.556064
0,50,5443.717687
20,63,5443.914881
0,45,5444.05388
0,46,5444.211879
0,54,5444.376879
10,60,5444.573879
0,54,5444.740862
0,54,5444.903862
0,54,5445.082417
0,54,5445.242417
0,53,5445.426417
20,63,5445.631417
0,40,5445.761417
0,48,5445.916417
0,45,5446.071418
20,63,5446.268419
20,63,5446.472417
0,46,5446.620418
0,54,5446.784796
0,54,5446.957794
0,54,5447.119796
0,53,5447.285795
0,54,5447.447794
0,48,5447.599794
10,56,5447.774796
0,54,5447.939794
20,54,5448.121795
0,48,5448.278795
0,54,5448.445794
0,54,5448.617264
0,43,5448.759419
0,54,5448.929042
0,54,5449.106041
0,54,5449.27304
0,54,5449.44704
0,48,5449.603041
0,52,5449.759041
0,54,5449.927041
0,49,5450.092671
0,47,5450.250672
10,63,5450.458671
0,53,5450.640671
0,52,5450.807887
0,47,5450.9542
0,54,5451.118199
0,54,5451.2902
0,53,5451.454199
0,52,5451.6212
0,54,5451.7992
0,46,5451.9412
0,54,5452.1182
0,54,5452.2852
0,54,5452.480201
0,54,5452.6442
0,54,5452.814201
0,54,5452.981493
0,54,5453.155494
40,49,5453.310493
0,54,5453.490494
0,54,5453.667714
20,59,5453.848297
0,50,5454.001297
0,52,5454.168298
0,54,5454.3513
0,49,5454.501297
0,46,5454.638302
0,48,5454.792298
0,54,5454.973541
0,34,5455.083824
30,53,5455.258824
0,53,5455.427824
0,54,5455.601823
20,63,5455.805825
0,45,5455.941825
70,56,5456.121825
0,54,5456.304825
0,47,5456.468824
20,63,5456.657823
0,51,5456.822823
0,51,5456.994981
0,51,5457.16298
0,47,5457.303979
0,45,5457.448981
0,54,5457.62398
30,63,5457.81998
0,51,5457.97898
0,54,5458.14498
20,55,5458.32998
0,54,5458.512981
0,47,5458.665714
0,54,5458.840318
0,46,5458.98532
0,49,5459.143898
0,46,5459.290895
0,40,5459.418895
0,51,5459.587895
0,54,5459.762896
0,54,5459.943895
0,46,5460.087092
0,54,5460.271093
0,54,5460.441093
0,54,5460.614092
0,51,5460.764092
0,41,5460.905092
20,63,5461.10023
0,52,5461.25923
0,54,5461.42923
0,50,5461.579231
0,54,5461.75123
0,49,5461.902232
0,47,5462.06523
0,48,5462.219231
0,47,5462.36423
0,54,5462.539231
0,54,5462.71323
0,54,5462.88223
0,46,5463.02523
10,59,5463.209305
0,54,5463.380306
0,47,5463.537306
0,54,5463.703925
0,45,5463.839539
10,63,5464.037539
0,48,5464.194539
30,63,5464.388539
0,54,5464.56254
0,54,5464.730539
20,55,5464.911541
0,54,5465.075114
0,43,5465.209424
0,54,5465.377424
0,49,5465.545424
0,54,5465.718423
0,53,5465.879423
0,48,5466.029423
0,45,5466.185424
0,54,5466.350424
0,54,5466.524426
20,57,5466.696424
0,46,5466.854424
0,42,5466.985424
0,50,5467.141425
20,63,5467.346288
0,54,5467.529287
0,54,5467.687287
0,52,5467.850287
0,54,5468.022286
0,45,5468.181287
0,54,5468.347286
0,50,5468.512286
0,46,5468.647523
0,54,5468.826269
0,49,5468.971268
10,56,5469.149268
0,54,5469.321348
0,52,5469.490349
0,47,5469.631347
0,54,5469.803348
0,51,5469.966348
0,53,5470.141389
0,54,5470.301389
0,50,5470.468389
0,49,5470.617389
0,46,5470.77739
0,54,5470.937388
0,54,5471.112389
0,46,5471.252388
0,49,5471.410732
0,54,5471.584732
0,54,5471.747732
0,46,5471.887732
0,47,5472.041733
0,50,5472.192732
0,49,5472.344733
0,51,5472.523733
0,51,5472.691734
20,63,5472.889733
0,54,5473.063735
0,54,5473.235732
0,54,5473.419952
0,48,5473.581951
0,54,5473.758913
0,54,5473.922871
0,54,5474.099872
0,48,5474.25487
0,49,5474.40487
0,53,5474.57787
0,53,5474.746871
0,43,5474.882871
0,43,5475.02387
0,51,5475.21755
0,54,5475.321551
0,54,5475.441314
0,54,5475.547314
0,54,5475.651314
0,54,5475.756314
0,54,5475.867314
0,54,5475.972314
0,54,5476.085315
0,54,5476.197315
0,54,5476.304317
0,54,5476.436315
0,54,5476.542315
0,54,5476.650315
0,54,5476.755314
0,54,5476.859315
0,54,5476.967314
0,54,5477.074314
0,54,5477.179315
0,54,5477.284316
0,54,5477.468106
0,46,5477.613773
20,63,5477.820773
0,54,5477.989774
0,47,5478.134773
0,54,5478.312775
0,48,5478.456774
0,51,5478.619915
0,54,5478.780148
0,46,5478.936145
0,54,5479.102145
0,49,5479.255147
0,52,5479.441148
0,49,5479.616273
0,46,5479.768272
0,52,5479.949274
0,54,5480.130506
20,60,5480.357507
0,43,5480.529508
0,50,5480.728507
0,51,5480.894506
0,53,5481.077507
20,63,5481.281506
0,48,5481.436507
0,54,5481.621847
0,54,5481.806846
0,54,5481.998845
0,50,5482.168845
0,54,5482.333845
0,54,5482.518846
0,53,5482.687845
0,53,5482.861847
0,53,5483.042845
0,54,5483.235845
0,47,5483.390846
0,50,5483.551845
0,54,5483.770812
0,54,5483.948806
10,63,5484.151806
0,54,5484.320807
0,54,5484.496806
0,54,5484.669807
20,62,5484.870806
0,52,5485.031805
0,54,5485.196916
0,45,5485.346916
0,47,5485.483917
0,50,5485.645079
0,54,5485.817658
0,54,5485.991656
0,54,5486.161656
0,47,5486.315657
20,59,5486.515656
0,54,5486.695657
0,54,5486.874657
0,51,5487.045658
0,44,5487.185656
0,54,5487.357657
0,50,5487.519684
20,63,5487.711961
20,59,5487.895961
0,42,5488.039961
30,63,5488.244962
0,54,5488.425961
10,63,5488.621522
0,54,5488.785222
0,54,5488.959167
0,54,5489.120168
0,54,5489.291168
0,48,5489.445167
0,54,5489.610166
0,54,5489.78424
0,50,5489.935238
0,54,5490.114572
0,54,5490.28157
0,54,5490.482573
0,51,5490.632571
0,44,5490.777571
0,50,5490.938571
0,51,5491.097571
0,48,5491.252572
0,48,5491.413571
0,54,5491.584571
0,54,5491.758571
0,24,5491.837035
0,49,5492.001035
0,49,5492.149035
0,37,5492.263037
0,47,5492.409035
0,54,5492.585035
10,63,5492.771035
0,53,5492.939036
0,54,5493.103037
0,47,5493.258036
0,39,5493.382036
0,48,5493.531036
0,49,5493.681612
0,48,5493.839506
0,54,5494.036105
0,48,5494.187106
10,55,5494.367106
0,54,5494.574108
0,54,5494.743105
0,54,5494.915106
0,54,5495.077687
0,47,5495.228687
0,54,5495.391687
0,46,5495.548687
0,54,5495.708687
0,53,5495.883517
0,46,5496.024517
0,47,5496.172518
20,63,5496.375517
0,49,5496.541517
0,49,5496.692516
20,62,5496.885517
30,62,5497.077518
0,45,5497.223516
0,46,5497.374517
0,49,5497.552516
0,52,5497.716517
20,58,5497.910681
30,63,5498.124681
0,54,5498.297681
20,55,5498.495682
0,54,5498.66231
0,54,5498.865881
0,54,5499.031881
0,49,5499.182881
0,54,5499.361881
0,54,5499.531881
0,46,5499.674881
0,54,5499.837881
30,63,5500.048188
0,46,5500.195669
0,54,5500.364668
0,54,5500.570668
0,46,5500.709667
0,50,5500.871668
0,52,5501.036667
0,54,5501.200667
0,47,5501.35212
20,63,5501.547692
0,46,5501.684691
0,54,5501.857691
0,46,5501.998692
0,54,5502.182886
0,54,5502.351886
0,54,5502.527885
0,54,5502.693885
0,54,5502.859885
0,54,5503.021885
0,54,5503.195886
0,54,5503.362886
0,54,5503.581886
0,48,5503.737619
0,54,5503.904955
0,51,5504.081028
20,63,5504.28103
0,32,5504.380028
0,48,5504.553029
0,46,5504.698028
0,54,5504.87103
0,54,5505.037029
0,52,5505.207714
0,47,5505.366714
0,54,5505.541714
0,54,5505.713715
0,54,5505.877714
0,54,5506.056715
0,50,5506.210438
20,63,5506.409437
0,54,5506.586437
0,54,5506.752437
0,54,5506.926438
0,49,5507.085437
20,59,5507.275438
0,50,5507.435437
0,54,5507.613438
0,54,5507.776437
0,54,5507.949438
0,46,5508.108438
0,46,5508.298681
20,63,5508.502681
0,54,5508.672066
20,63,5508.877574
0,54,5509.041574
0,48,5509.209574
0,54,5509.385573
0,54,5509.573573
0,54,5509.758574
0,54,5509.929573
0,44,5510.066321
0,54,5510.231738
0,54,5510.397739
0,43,5510.539736
0,53,5510.705735
0,52,5510.874736
0,54,5511.060736
0,47,5511.203736
0,49,5511.371736
10,58,5511.568735
0,45,5511.708736
30,62,5511.911736
0,46,5512.061736
0,54,5512.244794
0,47,5512.397582
0,54,5512.566581
0,54,5512.738585
0,46,5512.883581
0,44,5513.046582
0,53,5513.210582
0,46,5513.354581
0,49,5513.525583
0,47,5513.678196
50,61,5513.872355
0,45,5514.015353
0,41,5514.178356
0,45,5514.318149
0,54,5514.497708
0,54,5514.671708
0,52,5514.841708
10,59,5515.029708
30,58,5515.213291
0,50,5515.379291
0,54,5515.546291
0,54,5515.721292
0,54,5515.891291
0,54,5516.062291
0,52,5516.235291
20,56,5516.42363
10,63,5516.615629
0,41,5516.747631
0,54,5516.91663
0,54,5517.090629
0,49,5517.23763
20,57,5517.424629
0,47,5517.58763
20,63,5517.79063
0,52,5517.95263
0,51,5518.105631
0,54,5518.28563
20,62,5518.501284
0,54,5518.666852
0,54,5518.834527
0,46,5518.987528
0,53,5519.151527
0,54,5519.326528
0,54,5519.491528
0,54,5519.673528
0,50,5519.822528
10,63,5520.030527
20,63,5520.229627
20,63,5520.430731
0,49,5520.594298
0,46,5520.735298
10,59,5520.927298
0,54,5521.098299
0,54,5521.279298
0,54,5521.460298
0,54,5521.632298
0,47,5521.789298
0,54,5521.957298
0,54,5522.1453
0,47,5522.287298
0,54,5522.468904
0,47,5522.620115
0,54,5522.781115
0,46,5522.931116
10,55,5523.103115
0,54,5523.277114
0,54,5523.448114
0,54,5523.621115
10,63,5523.829263
0,48,5523.982265
0,54,5524.153263
0,54,5524.327263
0,44,5524.473264
0,49,5524.62459
0,54,5524.791593
0,54,5524.968592
0,54,5525.140191
0,49,5525.309189
0,54,5525.483189
0,54,5525.65719
0,54,5525.82619
20,58,5526.02119
0,54,5526.189191
20,60,5526.381189
0,54,5526.563847
20,53,5526.738067
10,63,5526.940067
0,54,5527.104067
0,54,5527.280067
0,54,5527.451066
0,43,5527.587066
10,63,5527.789067
0,47,5527.932067
0,54,5528.104066
0,49,5528.254068
0,47,5528.417067
0,47,5528.584067
0,50,5528.736322
0,54,5528.90776
0,50,5529.061758
0,54,5529.242759
20,62,5529.447758
0,54,5529.61976
0,50,5529.771759
0,46,5529.925759
0,52,5530.095314
0,51,5530.247313
0,54,5530.423314
0,45,5530.570313
0,48,5530.716552
0,39,5530.842552
0,46,5530.987553
0,49,5531.147554
0,54,5531.312552
0,54,5531.490552
0,52,5531.655553
0,46,5531.801553
20,60,5532.013553
0,54,5532.191553
10,56,5532.371553
0,54,5532.546553
0,47,5532.699767
20,59,5532.886325
0,46,5533.028325
0,46,5533.183325
20,63,5533.377324
0,54,5533.557325
0,54,5533.727942
0,54,5533.906003
0,54,5534.071003
0,49,5534.236003
0,54,5534.395004
0,48,5534.558004
0,54,5534.733641
0,54,5534.90232
0,54,5535.072881
0,54,5535.241879
20,55,5535.41788
0,54,5535.58788
20,63,5535.78988
0,45,5535.93588
0,49,5536.100881
0,46,5536.243881
20,59,5536.43088
0,52,5536.59888
0,54,5536.788695
0,47,5536.941695
0,54,5537.123696
20,58,5537.314695
0,51,5537.476695
0,47,5537.624696
20,63,5537.818695
0,51,5537.984695
0,45,5538.124696
20,56,5538.306695
0,51,5538.481695
0,46,5538.635285
0,51,5538.787847
0,54,5538.962214
0,54,5539.125215
0,54,5539.304215
0,54,5539.481214
0,54,5539.653215
0,54,5539.816215
0,49,5539.987216
0,54,5540.155776
0,49,5540.312776
0,53,5540.493777
0,54,5540.659775
0,54,5540.832775
0,48,5540.987624
0,54,5541.15338
20,59,5541.344381
0,48,5541.53438
0,54,5541.700381
0,54,5541.87138
20,55,5542.053381
0,52,5542.218381
0,54,5542.382381
0,44,5542.53138
0,54,5542.711381
0,54,5542.877382
0,49,5543.031628
0,54,5543.207628
0,54,5543.375627
20,63,5543.589628
0,54,5543.75535
0,49,5543.905349
0,54,5544.07935
0,54,5544.25635
0,54,5544.422348
0,54,5544.591349
0,52,5544.752351
0,54,5544.91535
20,59,5545.102926
0,54,5545.280927
10,56,5545.471927
0,48,5545.622927
0,51,5545.778928
0,48,5545.924926
0,54,5546.109926
0,50,5546.272928
20,63,5546.483927
20,60,5546.674927
0,46,5546.829927
0,54,5546.994927
0,54,5547.168431
0,46,5547.310431
20,56,5547.506433
0,48,5547.65543
0,54,5547.833431
0,53,5547.99643
0,54,5548.16343
0,54,5548.329431
0,54,5548.485432
0,54,5548.657008
0,54,5548.82779
0,54,5548.99879
0,53,5549.177962
0,45,5549.317961
0,46,5549.505961
0,52,5549.671961
0,54,5549.831961
0,54,5550.007962
0,54,5550.185646
0,54,5550.364646
0,54,5550.531646
0,54,5550.701646
0,50,5550.858646
0,54,5551.029647
0,54,5551.19972
0,51,5551.361719
20,63,5551.57272
0,45,5551.709719
0,54,5551.878721
0,47,5552.01872
0,41,5552.17972
0,53,5552.33972
20,62,5552.53272
0,48,5552.685719
0,54,5552.86872
0,47,5553.02072
0,54,5553.189055
0,47,5553.339118
0,54,5553.510115
0,54,5553.69014
0,54,5553.85571
0,42,5553.98671
0,54,5554.16471
30,63,5554.366714
20,58,5554.58571
0,54,5554.75571
0,54,5554.93271
0,54,5555.100333
0,54,5555.283515
0,46,5555.435515
0,54,5555.618516
0,54,5555.780515
20,58,5555.965516
0,54,5556.137516
20,57,5556.321516
0,51,5556.486517
0,50,5556.646515
0,54,5556.810515
0,47,5556.996515
0,54,5557.166515
20,63,5557.373524
0,51,5557.541523
0,54,5557.713524
0,47,5557.866524
0,54,5558.043523
20,63,5558.233523
0,54,5558.420522
0,47,5558.573525
0,47,5558.713932
10,63,5558.917212
0,53,5559.089212
0,54,5559.263214
0,49,5559.413694
0,54,5559.599695
0,53,5559.767694
0,54,5559.932694
0,46,5560.089683
0,54,5560.262684
0,51,5560.434683
0,54,5560.605683
20,60,5560.797683
0,47,5560.933683
0,54,5561.116683
0,51,5561.276683
0,54,5561.44686
0,54,5561.62486
0,46,5561.769861
0,52,5561.93486
0,54,5562.120861
0,46,5562.263861
0,54,5562.45686
0,45,5562.59286
0,49,5562.73886
0,54,5562.914861
0,54,5563.088861
0,54,5563.26286
0,54,5563.44086
0,46,5563.595311
0,49,5563.750253
0,54,5563.909255
0,48,5564.072253
0,46,5564.223253
0,54,5564.391255
0,50,5564.560254
0,54,5564.726254
0,54,5564.900254
0,54,5565.076838
10,63,5565.268837
0,54,5565.466837
0,54,5565.632698
0,54,5565.817699
0,54,5565.978698
0,54,5566.157699
0,54,5566.317698
0,49,5566.501697
0,51,5566.664699
0,54,5566.8387
0,52,5567.001699
0,54,5567.172699
0,54,5567.352699
0,48,5567.5177
20,58,5567.713919
0,54,5567.891921
0,54,5568.058922
0,54,5568.235921
10,63,5568.433921
0,50,5568.609866
0,54,5568.776676
0,54,5568.945678
0,47,5569.099679
0,54,5569.270677
0,54,5569.446676
0,54,5569.608678
0,46,5569.754559
0,54,5569.921556
0,53,5570.08314
0,54,5570.263141
0,54,5570.434141
0,46,5570.586141
0,46,5570.728141
70,58,5570.926143
0,48,5571.087142
0,54,5571.25814
0,54,5571.470143
0,54,5571.668141
0,45,5571.854314
0,54,5572.037314
0,42,5572.181317
0,54,5572.357314
0,52,5572.559313
0,54,5572.745315
0,46,5572.897313
20,60,5573.090314
0,54,5573.270314
0,43,5573.419314
0,54,5573.609315
0,42,5573.738747
0,54,5573.916301
0,54,5574.0823
10,63,5574.286301
0,54,5574.494304
0,52,5574.714303
20,57,5574.897301
0,54,5575.069045
0,49,5575.235045
20,62,5575.437046
40,63,5575.644046
20,63,5575.846385
0,49,5575.995383
0,54,5576.163383
20,61,5576.367384
0,54,5576.542383
0,52,5576.703384
0,54,5576.874385
10,63,5577.071383
0,51,5577.229383
0,54,5577.413385
0,54,5577.577384
10,58,5577.773384
0,38,5577.887855
20,63,5578.096855
0,54,5578.276857
0,45,5578.441855
0,54,5578.603855
10,60,5578.79141
0,54,5578.967411
0,54,5579.140411
0,48,5579.289412
10,63,5579.518411
20,63,5579.725412
0,54,5579.891147
0,46,5580.039148
0,54,5580.205722
0,48,5580.354722
0,46,5580.516723
0,54,5580.672723
0,54,5580.837723
0,54,5580.997722
0,54,5581.176724
0,52,5581.339723
0,54,5581.514723
0,54,5581.691723
0,54,5581.857723
20,57,5582.038587
0,54,5582.217586
0,49,5582.371585
0,54,5582.558587
0,52,5582.718585
0,49,5582.873587
0,54,5583.039587
0,48,5583.195587
30,63,5583.401586
0,54,5583.576586
0,54,5583.74449
0,52,5583.910055
0,46,5584.056755
20,63,5584.254755
0,51,5584.412754
0,54,5584.594757
0,54,5584.755758
0,54,5584.929757
0,47,5585.071386
0,54,5585.252385
0,49,5585.441385
0,48,5585.596386
0,54,5585.790385
0,53,5585.961942
0,54,5586.126292
0,46,5586.277291
0,48,5586.429293
0,54,5586.598291
0,54,5586.785291
0,54,5586.977291
0,54,5587.177291
0,54,5587.360291
0,46,5587.528291
0,37,5587.668291
20,63,5587.878292
0,54,5588.059216
30,63,5588.287218
20,63,5588.505217
0,54,5588.671534
0,54,5588.884134
0,43,5589.022134
20,63,5589.236134
60,51,5589.407134
0,47,5589.577135
0,46,5589.738134
0,46,5589.919137
0,54,5590.1033
0,54,5590.2813
20,63,5590.4793
0,43,5590.6113
0,48,5590.7633
0,54,5590.9433
0,53,5591.1133
0,48,5591.258299
0,54,5591.435302
0,54,5591.603299
0,52,5591.7673
0,46,5591.918301
50,63,5592.116726
0,54,5592.296726
0,52,5592.469726
0,49,5592.622727
0,40,5592.747726
0,54,5592.923726
30,63,5593.123726
0,48,5593.274726
0,46,5593.432726
10,59,5593.63345
0,52,5593.815022
0,51,5593.977023
30,58,5594.165623
0,54,5594.334623
10,60,5594.534623
0,54,5594.706622
0,46,5594.841623
0,39,5594.985623
0,54,5595.154181
0,54,5595.32218
0,54,5595.49618
0,50,5595.655179
0,52,5595.817181
0,47,5595.966181
0,47,5596.12718
40,63,5596.322741
10,63,5596.525741
0,54,5596.695742
20,63,5596.887741
10,63,5597.097741
0,51,5597.260741
0,54,5597.427744
0,54,5597.598741
0,54,5597.769741
0,53,5597.937742
0,53,5598.099741
0,51,5598.261952
0,52,5598.430954
20,63,5598.624655
10,53,5598.788935
0,51,5598.940936
0,49,5599.103937
0,54,5599.267936
0,54,5599.447937
0,54,5599.618936
0,46,5599.771935
0,47,5599.913936
10,61,5600.111085
0,54,5600.277828
20,63,5600.490829
0,54,5600.655829
0,41,5600.801832
0,48,5600.954829
0,51,5601.114828
10,63,5601.312828
20,63,5601.512828
20,61,5601.706828
20,63,5601.908828
0,54,5602.076828
0,54,5602.24883
